# 2023-03-03T18:03:03+08:00
# Header Rows: 22
# File Format: 2
# Device: APE PulseLink 150
# Serial: S08487
# Firmware: 787
# Software: 1.9.0.2
# Sensitivity: 100
# Gain: 340
# Scan Range [ps]: 50.0
# Filter ACF: 1
# Average: 0
# Trigger: 0
# Trigger Frequency [Hz]: N/A
# ACF [ps]: 1.910
# Fit Type: Sech2
# Fit Pulse Duration [ps]: 1.188
# FWHM Valid: 1
# ==========
Delay [ps]	Intensity [arb.u.]	Fit [arb.u.]
-21.856239	0.064267	0.064570
-21.870784	0.064209	0.064570
-21.885320	0.064152	0.064570
-21.899802	0.064096	0.064570
-21.914296	0.064043	0.064570
-21.928716	0.063991	0.064570
-21.943167	0.063941	0.064570
-21.957562	0.063893	0.064570
-21.971968	0.063848	0.064570
-21.986386	0.063804	0.064570
-22.000792	0.063762	0.064570
-22.015166	0.063722	0.064570
-22.029525	0.063683	0.064570
-22.043915	0.063647	0.064570
-22.058273	0.063612	0.064570
-22.072575	0.063578	0.064570
-22.086953	0.063546	0.064570
-22.101341	0.063514	0.064570
-22.115631	0.063484	0.064570
-22.129909	0.063454	0.064570
-22.144068	0.063425	0.064570
-22.158280	0.063397	0.064570
-22.172524	0.063368	0.064570
-22.186778	0.063339	0.064570
-22.200869	0.063311	0.064570
-22.215062	0.063281	0.064570
-22.229310	0.063251	0.064570
-22.243528	0.063220	0.064570
-22.257759	0.063188	0.064570
-22.271933	0.063154	0.064570
-22.286096	0.063120	0.064570
-22.300271	0.063083	0.064570
-22.314520	0.063045	0.064570
-22.328753	0.063004	0.064570
-22.342883	0.062962	0.064570
-22.356981	0.062917	0.064570
-22.370982	0.062870	0.064570
-22.385039	0.062821	0.064570
-22.399152	0.062769	0.064570
-22.413298	0.062715	0.064570
-22.427259	0.062658	0.064570
-22.441340	0.062599	0.064570
-22.455343	0.062537	0.064570
-22.469292	0.062473	0.064570
-22.483276	0.062406	0.064570
-22.497228	0.062337	0.064570
-22.511210	0.062267	0.064570
-22.525138	0.062194	0.064570
-22.539055	0.062119	0.064570
-22.552937	0.062043	0.064570
-22.566826	0.061966	0.064570
-22.580700	0.061887	0.064570
-22.594625	0.061807	0.064570
-22.608560	0.061727	0.064570
-22.622353	0.061647	0.064570
-22.636115	0.061566	0.064570
-22.649910	0.061486	0.064570
-22.663607	0.061406	0.064570
-22.677424	0.061327	0.064570
-22.691119	0.061249	0.064570
-22.704890	0.061173	0.064570
-22.718670	0.061099	0.064570
-22.732416	0.061027	0.064570
-22.746104	0.060958	0.064570
-22.759802	0.060891	0.064570
-22.773555	0.060829	0.064570
-22.787275	0.060769	0.064570
-22.800963	0.060714	0.064570
-22.814640	0.060663	0.064570
-22.828241	0.060617	0.064570
-22.841917	0.060576	0.064570
-22.855560	0.060540	0.064570
-22.869082	0.060510	0.064570
-22.882675	0.060486	0.064570
-22.896253	0.060467	0.064570
-22.909885	0.060455	0.064570
-22.923371	0.060449	0.064570
-22.936926	0.060450	0.064570
-22.950377	0.060457	0.064570
-22.963794	0.060471	0.064570
-22.977246	0.060492	0.064570
-22.990645	0.060520	0.064570
-23.004117	0.060555	0.064570
-23.017556	0.060597	0.064570
-23.030939	0.060646	0.064570
-23.044352	0.060702	0.064570
-23.057661	0.060765	0.064570
-23.070996	0.060834	0.064570
-23.084337	0.060910	0.064570
-23.097600	0.060992	0.064570
-23.110893	0.061080	0.064570
-23.124154	0.061174	0.064570
-23.137405	0.061273	0.064570
-23.150666	0.061378	0.064570
-23.163914	0.061487	0.064570
-23.177108	0.061602	0.064570
-23.190332	0.061720	0.064570
-23.203541	0.061843	0.064570
-23.216736	0.061968	0.064570
-23.229854	0.062097	0.064570
-23.242919	0.062228	0.064570
-23.256016	0.062362	0.064570
-23.269123	0.062497	0.064570
-23.282220	0.062633	0.064570
-23.295328	0.062770	0.064570
-23.308512	0.062907	0.064570
-23.321595	0.063044	0.064570
-23.334643	0.063180	0.064570
-23.347677	0.063315	0.064570
-23.360785	0.063448	0.064570
-23.373815	0.063579	0.064570
-23.386920	0.063707	0.064570
-23.399972	0.063832	0.064570
-23.413034	0.063953	0.064570
-23.426063	0.064070	0.064570
-23.439104	0.064182	0.064570
-23.452046	0.064290	0.064570
-23.465067	0.064392	0.064570
-23.477969	0.064489	0.064570
-23.491037	0.064579	0.064570
-23.504072	0.064663	0.064570
-23.516986	0.064741	0.064570
-23.529867	0.064811	0.064570
-23.542777	0.064875	0.064570
-23.555695	0.064931	0.064570
-23.568559	0.064979	0.064570
-23.581389	0.065020	0.064570
-23.594118	0.065052	0.064570
-23.606855	0.065077	0.064570
-23.619579	0.065094	0.064570
-23.632401	0.065103	0.064570
-23.645232	0.065104	0.064570
-23.657984	0.065097	0.064570
-23.670701	0.065082	0.064570
-23.683472	0.065059	0.064570
-23.696273	0.065029	0.064570
-23.708951	0.064991	0.064570
-23.721612	0.064945	0.064570
-23.734279	0.064893	0.064570
-23.746953	0.064834	0.064570
-23.759571	0.064769	0.064570
-23.772286	0.064697	0.064570
-23.784947	0.064619	0.064570
-23.797553	0.064536	0.064570
-23.810145	0.064448	0.064570
-23.822810	0.064355	0.064570
-23.835418	0.064257	0.064570
-23.847949	0.064156	0.064570
-23.860448	0.064051	0.064570
-23.873047	0.063944	0.064570
-23.885570	0.063834	0.064570
-23.898125	0.063721	0.064570
-23.910581	0.063607	0.064570
-23.923089	0.063493	0.064570
-23.935497	0.063377	0.064570
-23.948000	0.063262	0.064570
-23.960532	0.063146	0.064570
-23.972985	0.063032	0.064570
-23.985317	0.062919	0.064570
-23.997702	0.062808	0.064570
-24.010099	0.062700	0.064570
-24.022485	0.062594	0.064570
-24.034883	0.062491	0.064570
-24.047290	0.062392	0.064570
-24.059617	0.062298	0.064570
-24.071956	0.062207	0.064570
-24.084215	0.062122	0.064570
-24.096503	0.062041	0.064570
-24.108775	0.061966	0.064570
-24.120987	0.061898	0.064570
-24.133249	0.061835	0.064570
-24.145494	0.061778	0.064570
-24.157722	0.061729	0.064570
-24.169913	0.061686	0.064570
-24.182218	0.061650	0.064570
-24.194357	0.061621	0.064570
-24.206570	0.061600	0.064570
-24.218728	0.061586	0.064570
-24.230917	0.061579	0.064570
-24.243045	0.061580	0.064570
-24.255160	0.061589	0.064570
-24.267236	0.061605	0.064570
-24.279231	0.061628	0.064570
-24.291298	0.061659	0.064570
-24.303328	0.061696	0.064570
-24.315366	0.061741	0.064570
-24.327432	0.061793	0.064570
-24.339575	0.061852	0.064570
-24.351506	0.061917	0.064570
-24.363443	0.061988	0.064570
-24.375449	0.062065	0.064570
-24.387461	0.062148	0.064570
-24.399414	0.062236	0.064570
-24.411261	0.062329	0.064570
-24.423177	0.062426	0.064570
-24.435033	0.062528	0.064570
-24.446807	0.062634	0.064570
-24.458650	0.062743	0.064570
-24.470456	0.062855	0.064570
-24.482269	0.062970	0.064570
-24.494135	0.063087	0.064570
-24.505988	0.063205	0.064570
-24.517760	0.063325	0.064570
-24.529561	0.063446	0.064570
-24.541303	0.063566	0.064570
-24.553032	0.063687	0.064570
-24.564771	0.063807	0.064570
-24.576494	0.063926	0.064570
-24.588137	0.064043	0.064570
-24.599876	0.064158	0.064570
-24.611536	0.064271	0.064570
-24.623180	0.064381	0.064570
-24.634811	0.064487	0.064570
-24.646361	0.064590	0.064570
-24.657982	0.064688	0.064570
-24.669609	0.064782	0.064570
-24.681197	0.064871	0.064570
-24.692726	0.064955	0.064570
-24.704259	0.065033	0.064570
-24.715818	0.065105	0.064570
-24.727317	0.065170	0.064570
-24.738868	0.065230	0.064570
-24.750320	0.065282	0.064570
-24.761759	0.065328	0.064570
-24.773162	0.065366	0.064570
-24.784725	0.065397	0.064570
-24.796254	0.065421	0.064570
-24.807658	0.065437	0.064570
-24.819067	0.065445	0.064570
-24.830462	0.065446	0.064570
-24.841838	0.065439	0.064570
-24.853261	0.065424	0.064570
-24.864538	0.065401	0.064570
-24.875817	0.065371	0.064570
-24.887030	0.065333	0.064570
-24.898287	0.065288	0.064570
-24.909548	0.065235	0.064570
-24.920818	0.065176	0.064570
-24.932053	0.065109	0.064570
-24.943207	0.065035	0.064570
-24.954367	0.064955	0.064570
-24.965598	0.064869	0.064570
-24.976683	0.064777	0.064570
-24.987795	0.064679	0.064570
-24.998958	0.064576	0.064570
-25.010108	0.064468	0.064570
-25.021134	0.064356	0.064570
-25.032254	0.064239	0.064570
-25.043313	0.064118	0.064570
-25.054399	0.063995	0.064570
-25.065469	0.063868	0.064570
-25.076454	0.063738	0.064570
-25.087463	0.063607	0.064570
-25.098432	0.063474	0.064570
-25.109317	0.063340	0.064570
-25.120359	0.063205	0.064570
-25.131385	0.063070	0.064570
-25.142309	0.062935	0.064570
-25.153220	0.062800	0.064570
-25.164074	0.062667	0.064570
-25.174979	0.062535	0.064570
-25.185805	0.062406	0.064570
-25.196615	0.062278	0.064570
-25.207429	0.062154	0.064570
-25.218247	0.062032	0.064570
-25.229093	0.061915	0.064570
-25.239835	0.061801	0.064570
-25.250604	0.061692	0.064570
-25.261356	0.061587	0.064570
-25.272134	0.061487	0.064570
-25.282916	0.061393	0.064570
-25.293573	0.061304	0.064570
-25.304215	0.061220	0.064570
-25.314863	0.061143	0.064570
-25.325474	0.061072	0.064570
-25.336089	0.061007	0.064570
-25.346666	0.060949	0.064570
-25.357267	0.060897	0.064570
-25.367761	0.060851	0.064570
-25.378281	0.060813	0.064570
-25.388917	0.060781	0.064570
-25.399539	0.060756	0.064570
-25.410145	0.060737	0.064570
-25.420645	0.060725	0.064570
-25.431192	0.060720	0.064570
-25.441616	0.060721	0.064570
-25.452089	0.060728	0.064570
-25.462436	0.060741	0.064570
-25.472896	0.060759	0.064570
-25.483294	0.060784	0.064570
-25.493741	0.060814	0.064570
-25.504129	0.060848	0.064570
-25.514546	0.060888	0.064570
-25.524928	0.060931	0.064570
-25.535317	0.060979	0.064570
-25.545645	0.061031	0.064570
-25.556024	0.061086	0.064570
-25.566279	0.061144	0.064570
-25.576625	0.061204	0.064570
-25.586844	0.061266	0.064570
-25.597202	0.061330	0.064570
-25.607567	0.061396	0.064570
-25.617811	0.061462	0.064570
-25.628127	0.061528	0.064570
-25.638425	0.061595	0.064570
-25.648666	0.061661	0.064570
-25.658825	0.061726	0.064570
-25.668989	0.061790	0.064570
-25.679136	0.061851	0.064570
-25.689290	0.061911	0.064570
-25.699363	0.061968	0.064570
-25.709506	0.062022	0.064570
-25.719568	0.062073	0.064570
-25.729658	0.062120	0.064570
-25.739709	0.062163	0.064570
-25.749743	0.062201	0.064570
-25.759741	0.062235	0.064570
-25.769769	0.062264	0.064570
-25.779803	0.062287	0.064570
-25.789888	0.062305	0.064570
-25.799848	0.062318	0.064570
-25.809746	0.062325	0.064570
-25.819737	0.062325	0.064570
-25.829710	0.062320	0.064570
-25.839599	0.062309	0.064570
-25.849494	0.062291	0.064570
-25.859436	0.062267	0.064570
-25.869361	0.062237	0.064570
-25.879312	0.062201	0.064570
-25.889202	0.062158	0.064570
-25.899120	0.062110	0.064570
-25.908979	0.062056	0.064570
-25.918753	0.061996	0.064570
-25.928554	0.061931	0.064570
-25.938381	0.061860	0.064570
-25.948147	0.061785	0.064570
-25.957872	0.061704	0.064570
-25.967664	0.061620	0.064570
-25.977370	0.061531	0.064570
-25.987036	0.061438	0.064570
-25.996663	0.061343	0.064570
-26.006425	0.061244	0.064570
-26.016082	0.061143	0.064570
-26.025741	0.061039	0.064570
-26.035382	0.060934	0.064570
-26.044941	0.060828	0.064570
-26.054396	0.060721	0.064570
-26.063945	0.060614	0.064570
-26.073457	0.060508	0.064570
-26.083064	0.060402	0.064570
-26.092570	0.060297	0.064570
-26.102125	0.060194	0.064570
-26.111641	0.060093	0.064570
-26.121204	0.059996	0.064570
-26.130682	0.059901	0.064570
-26.140208	0.059810	0.064570
-26.149586	0.059723	0.064570
-26.158903	0.059641	0.064570
-26.168269	0.059564	0.064570
-26.177706	0.059493	0.064570
-26.187214	0.059427	0.064570
-26.196594	0.059368	0.064570
-26.205939	0.059316	0.064570
-26.215290	0.059270	0.064570
-26.224538	0.059232	0.064570
-26.233897	0.059201	0.064570
-26.243262	0.059178	0.064570
-26.252542	0.059164	0.064570
-26.261870	0.059157	0.064570
-26.271069	0.059159	0.064570
-26.280337	0.059170	0.064570
-26.289521	0.059189	0.064570
-26.298623	0.059217	0.064570
-26.307729	0.059254	0.064570
-26.316926	0.059300	0.064570
-26.325887	0.059354	0.064570
-26.335070	0.059417	0.064570
-26.344108	0.059488	0.064570
-26.353260	0.059568	0.064570
-26.362327	0.059656	0.064570
-26.371331	0.059753	0.064570
-26.380363	0.059856	0.064570
-26.389333	0.059968	0.064570
-26.398417	0.060087	0.064570
-26.407375	0.060212	0.064570
-26.416423	0.060344	0.064570
-26.425385	0.060482	0.064570
-26.434351	0.060626	0.064570
-26.443233	0.060775	0.064570
-26.452182	0.060929	0.064570
-26.461070	0.061087	0.064570
-26.469873	0.061249	0.064570
-26.478658	0.061415	0.064570
-26.487531	0.061583	0.064570
-26.496319	0.061753	0.064570
-26.505172	0.061925	0.064570
-26.513961	0.062099	0.064570
-26.522774	0.062272	0.064570
-26.531567	0.062446	0.064570
-26.540339	0.062620	0.064570
-26.549113	0.062792	0.064570
-26.557824	0.062962	0.064570
-26.566494	0.063130	0.064570
-26.575166	0.063296	0.064570
-26.583733	0.063458	0.064570
-26.592327	0.063616	0.064570
-26.600970	0.063769	0.064570
-26.609596	0.063918	0.064570
-26.618138	0.064061	0.064570
-26.626792	0.064199	0.064570
-26.635298	0.064330	0.064570
-26.643787	0.064454	0.064570
-26.652261	0.064572	0.064570
-26.660762	0.064681	0.064570
-26.669248	0.064783	0.064570
-26.677716	0.064877	0.064570
-26.686152	0.064962	0.064570
-26.694571	0.065038	0.064570
-26.702974	0.065105	0.064570
-26.711360	0.065164	0.064570
-26.719731	0.065213	0.064570
-26.728085	0.065252	0.064570
-26.736423	0.065282	0.064570
-26.744745	0.065302	0.064570
-26.753050	0.065313	0.064570
-26.761340	0.065313	0.064570
-26.769614	0.065305	0.064570
-26.777871	0.065287	0.064570
-26.786113	0.065259	0.064570
-26.794339	0.065222	0.064570
-26.802548	0.065176	0.064570
-26.810742	0.065121	0.064570
-26.818920	0.065057	0.064570
-26.827082	0.064985	0.064570
-26.835228	0.064905	0.064570
-26.843359	0.064817	0.064570
-26.851474	0.064721	0.064570
-26.859573	0.064619	0.064570
-26.867656	0.064510	0.064570
-26.875723	0.064394	0.064570
-26.883775	0.064273	0.064570
-26.891811	0.064146	0.064570
-26.899832	0.064014	0.064570
-26.907837	0.063878	0.064570
-26.915826	0.063738	0.064570
-26.923800	0.063594	0.064570
-26.931758	0.063448	0.064570
-26.939701	0.063299	0.064570
-26.947629	0.063149	0.064570
-26.955541	0.062997	0.064570
-26.963437	0.062844	0.064570
-26.971319	0.062691	0.064570
-26.979185	0.062539	0.064570
-26.987035	0.062387	0.064570
-26.994870	0.062237	0.064570
-27.002690	0.062088	0.064570
-27.010495	0.061942	0.064570
-27.018285	0.061799	0.064570
-27.026059	0.061660	0.064570
-27.033818	0.061524	0.064570
-27.041562	0.061392	0.064570
-27.049291	0.061266	0.064570
-27.057005	0.061145	0.064570
-27.064704	0.061029	0.064570
-27.072388	0.060919	0.064570
-27.080057	0.060816	0.064570
-27.087711	0.060720	0.064570
-27.095350	0.060630	0.064570
-27.102974	0.060548	0.064570
-27.110583	0.060474	0.064570
-27.118177	0.060407	0.064570
-27.125756	0.060349	0.064570
-27.133321	0.060298	0.064570
-27.140871	0.060257	0.064570
-27.148406	0.060223	0.064570
-27.155926	0.060199	0.064570
-27.163432	0.060183	0.064570
-27.170923	0.060175	0.064570
-27.178399	0.060177	0.064570
-27.185861	0.060187	0.064570
-27.193308	0.060206	0.064570
-27.200740	0.060234	0.064570
-27.208158	0.060270	0.064570
-27.215562	0.060314	0.064570
-27.222951	0.060367	0.064570
-27.230325	0.060427	0.064570
-27.237685	0.060496	0.064570
-27.245031	0.060572	0.064570
-27.252362	0.060656	0.064570
-27.259679	0.060746	0.064570
-27.266982	0.060843	0.064570
-27.274270	0.060947	0.064570
-27.281544	0.061057	0.064570
-27.288804	0.061172	0.064570
-27.296050	0.061293	0.064570
-27.303281	0.061419	0.064570
-27.310498	0.061549	0.064570
-27.317701	0.061684	0.064570
-27.324890	0.061822	0.064570
-27.332065	0.061964	0.064570
-27.339226	0.062108	0.064570
-27.346373	0.062255	0.064570
-27.353506	0.062403	0.064570
-27.360625	0.062553	0.064570
-27.367730	0.062705	0.064570
-27.374821	0.062856	0.064570
-27.381898	0.063008	0.064570
-27.388961	0.063159	0.064570
-27.396010	0.063310	0.064570
-27.403046	0.063459	0.064570
-27.410068	0.063606	0.064570
-27.417076	0.063752	0.064570
-27.424070	0.063895	0.064570
-27.431051	0.064034	0.064570
-27.438017	0.064171	0.064570
-27.444971	0.064303	0.064570
