# 2023-03-03T18:03:03+08:00
# Header Rows: 22
# File Format: 2
# Device: APE PulseLink 150
# Serial: S08487
# Firmware: 787
# Software: 1.9.0.2
# Sensitivity: 100
# Gain: 340
# Scan Range [ps]: 50.0
# Filter ACF: 1
# Average: 0
# Trigger: 0
# Trigger Frequency [Hz]: N/A
# ACF [ps]: 1.910
# Fit Type: Sech2
# Fit Pulse Duration [ps]: 1.188
# FWHM Valid: 1
# ==========
Delay [ps]	Intensity [arb.u.]	Fit [arb.u.]
13.429586	0.067259	0.064570
13.410586	0.067256	0.064570
13.391479	0.067251	0.064570
13.372417	0.067245	0.064570
13.353290	0.067237	0.064570
13.334163	0.067229	0.064570
13.314991	0.067220	0.064570
13.295797	0.067210	0.064570
13.276755	0.067199	0.064570
13.257667	0.067188	0.064570
13.238580	0.067176	0.064570
13.219406	0.067164	0.064570
13.200190	0.067151	0.064570
13.180997	0.067139	0.064570
13.161738	0.067126	0.064570
13.142524	0.067113	0.064570
13.123333	0.067100	0.064570
13.104146	0.067088	0.064570
13.084853	0.067075	0.064570
13.065518	0.067062	0.064570
13.046271	0.067050	0.064570
13.027025	0.067038	0.064570
13.007777	0.067026	0.064570
12.988422	0.067015	0.064570
12.969177	0.067003	0.064570
12.949846	0.066992	0.064570
12.930451	0.066981	0.064570
12.911142	0.066970	0.064570
12.891786	0.066960	0.064570
12.872454	0.066949	0.064570
12.853080	0.066939	0.064570
12.833705	0.066928	0.064570
12.814372	0.066918	0.064570
12.794974	0.066907	0.064570
12.775642	0.066896	0.064570
12.756205	0.066885	0.064570
12.736770	0.066873	0.064570
12.717380	0.066861	0.064570
12.697926	0.066848	0.064570
12.678517	0.066835	0.064570
12.659087	0.066821	0.064570
12.639679	0.066806	0.064570
12.620251	0.066790	0.064570
12.600802	0.066774	0.064570
12.581334	0.066756	0.064570
12.561959	0.066737	0.064570
12.542501	0.066717	0.064570
12.523046	0.066696	0.064570
12.503634	0.066673	0.064570
12.484155	0.066649	0.064570
12.464694	0.066623	0.064570
12.445275	0.066596	0.064570
12.425744	0.066568	0.064570
12.406277	0.066538	0.064570
12.386743	0.066506	0.064570
12.367163	0.066473	0.064570
12.347582	0.066438	0.064570
12.327981	0.066402	0.064570
12.308513	0.066365	0.064570
12.288938	0.066326	0.064570
12.269298	0.066285	0.064570
12.249703	0.066243	0.064570
12.230067	0.066200	0.064570
12.210453	0.066156	0.064570
12.190886	0.066111	0.064570
12.171277	0.066065	0.064570
12.151626	0.066017	0.064570
12.131977	0.065969	0.064570
12.112286	0.065921	0.064570
12.092680	0.065872	0.064570
12.073028	0.065822	0.064570
12.053332	0.065772	0.064570
12.033704	0.065722	0.064570
12.014016	0.065672	0.064570
11.994307	0.065622	0.064570
11.974577	0.065573	0.064570
11.954871	0.065524	0.064570
11.935167	0.065476	0.064570
11.915333	0.065428	0.064570
11.895521	0.065381	0.064570
11.875756	0.065336	0.064570
11.855972	0.065291	0.064570
11.836214	0.065248	0.064570
11.816482	0.065206	0.064570
11.796707	0.065166	0.064570
11.776824	0.065127	0.064570
11.757009	0.065090	0.064570
11.737151	0.065055	0.064570
11.717358	0.065022	0.064570
11.697503	0.064991	0.064570
11.677653	0.064962	0.064570
11.657781	0.064935	0.064570
11.637996	0.064910	0.064570
11.618191	0.064887	0.064570
11.598472	0.064866	0.064570
11.578624	0.064847	0.064570
11.558689	0.064831	0.064570
11.538865	0.064816	0.064570
11.518914	0.064803	0.064570
11.499053	0.064792	0.064570
11.479087	0.064783	0.064570
11.459125	0.064776	0.064570
11.439145	0.064770	0.064570
11.419190	0.064766	0.064570
11.399306	0.064763	0.064570
11.379383	0.064761	0.064570
11.359439	0.064761	0.064570
11.339432	0.064761	0.064570
11.319492	0.064762	0.064570
11.299553	0.064764	0.064570
11.279552	0.064766	0.064570
11.259513	0.064768	0.064570
11.239478	0.064771	0.064570
11.219537	0.064773	0.064570
11.199580	0.064775	0.064570
11.179605	0.064777	0.064570
11.159503	0.064777	0.064570
11.139405	0.064777	0.064570
11.119331	0.064777	0.064570
11.099262	0.064774	0.064570
11.079109	0.064771	0.064570
11.059090	0.064766	0.064570
11.039013	0.064760	0.064570
11.018855	0.064752	0.064570
10.998787	0.064742	0.064570
10.978723	0.064730	0.064570
10.958643	0.064716	0.064570
10.938523	0.064700	0.064570
10.918340	0.064681	0.064570
10.898161	0.064661	0.064570
10.878006	0.064638	0.064570
10.857854	0.064614	0.064570
10.837728	0.064587	0.064570
10.817606	0.064557	0.064570
10.797381	0.064526	0.064570
10.777140	0.064493	0.064570
10.756927	0.064457	0.064570
10.736699	0.064420	0.064570
10.716566	0.064381	0.064570
10.696418	0.064341	0.064570
10.676211	0.064298	0.064570
10.656010	0.064255	0.064570
10.635880	0.064210	0.064570
10.615600	0.064165	0.064570
10.595324	0.064119	0.064570
10.575074	0.064072	0.064570
10.554789	0.064024	0.064570
10.534530	0.063977	0.064570
10.514386	0.063930	0.064570
10.494117	0.063883	0.064570
10.473830	0.063837	0.064570
10.453547	0.063792	0.064570
10.433244	0.063748	0.064570
10.412945	0.063706	0.064570
10.392627	0.063665	0.064570
10.372313	0.063626	0.064570
10.351962	0.063589	0.064570
10.331636	0.063555	0.064570
10.311291	0.063523	0.064570
10.290952	0.063495	0.064570
10.270616	0.063469	0.064570
10.250305	0.063446	0.064570
10.229914	0.063427	0.064570
10.209505	0.063412	0.064570
10.189211	0.063401	0.064570
10.168858	0.063393	0.064570
10.148468	0.063389	0.064570
10.127997	0.063390	0.064570
10.107618	0.063395	0.064570
10.087284	0.063404	0.064570
10.066913	0.063417	0.064570
10.046524	0.063434	0.064570
10.026075	0.063456	0.064570
10.005608	0.063482	0.064570
9.985145	0.063513	0.064570
9.964753	0.063547	0.064570
9.944347	0.063585	0.064570
9.923969	0.063628	0.064570
9.903593	0.063674	0.064570
9.883114	0.063723	0.064570
9.862748	0.063776	0.064570
9.842279	0.063832	0.064570
9.821856	0.063891	0.064570
9.801394	0.063952	0.064570
9.780914	0.064016	0.064570
9.760419	0.064082	0.064570
9.739975	0.064150	0.064570
9.719494	0.064220	0.064570
9.698952	0.064290	0.064570
9.678439	0.064361	0.064570
9.657932	0.064433	0.064570
9.637365	0.064505	0.064570
9.616826	0.064577	0.064570
9.596228	0.064648	0.064570
9.575593	0.064719	0.064570
9.554941	0.064788	0.064570
9.534341	0.064855	0.064570
9.513813	0.064921	0.064570
9.493269	0.064985	0.064570
9.472752	0.065046	0.064570
9.452176	0.065104	0.064570
9.431564	0.065159	0.064570
9.410913	0.065210	0.064570
9.390333	0.065258	0.064570
9.369737	0.065302	0.064570
9.349061	0.065342	0.064570
9.328394	0.065378	0.064570
9.307735	0.065409	0.064570
9.287085	0.065435	0.064570
9.266355	0.065457	0.064570
9.245651	0.065473	0.064570
9.224951	0.065485	0.064570
9.204258	0.065492	0.064570
9.183638	0.065493	0.064570
9.162959	0.065490	0.064570
9.142288	0.065481	0.064570
9.121604	0.065468	0.064570
9.100927	0.065449	0.064570
9.080236	0.065426	0.064570
9.059660	0.065398	0.064570
9.039069	0.065366	0.064570
9.018376	0.065329	0.064570
8.997646	0.065288	0.064570
8.976921	0.065243	0.064570
8.956289	0.065195	0.064570
8.935535	0.065143	0.064570
8.914810	0.065088	0.064570
8.894053	0.065031	0.064570
8.873240	0.064971	0.064570
8.852499	0.064908	0.064570
8.831746	0.064844	0.064570
8.811022	0.064779	0.064570
8.790240	0.064713	0.064570
8.769529	0.064645	0.064570
8.748756	0.064578	0.064570
8.727991	0.064510	0.064570
8.707214	0.064443	0.064570
8.686490	0.064377	0.064570
8.665750	0.064312	0.064570
8.644932	0.064248	0.064570
8.624186	0.064186	0.064570
8.603339	0.064127	0.064570
8.582586	0.064070	0.064570
8.561774	0.064015	0.064570
8.540988	0.063964	0.064570
8.520275	0.063916	0.064570
8.499480	0.063872	0.064570
8.478607	0.063832	0.064570
8.457723	0.063796	0.064570
8.436782	0.063764	0.064570
8.415825	0.063736	0.064570
8.394896	0.063714	0.064570
8.373971	0.063695	0.064570
8.353093	0.063682	0.064570
8.332153	0.063673	0.064570
8.311239	0.063670	0.064570
8.290244	0.063671	0.064570
8.269344	0.063677	0.064570
8.248430	0.063688	0.064570
8.227395	0.063704	0.064570
8.206454	0.063724	0.064570
8.185479	0.063748	0.064570
8.164492	0.063777	0.064570
8.143493	0.063810	0.064570
8.122484	0.063847	0.064570
8.101506	0.063888	0.064570
8.080555	0.063932	0.064570
8.059525	0.063979	0.064570
8.038507	0.064029	0.064570
8.017562	0.064082	0.064570
7.996428	0.064137	0.064570
7.975322	0.064194	0.064570
7.954333	0.064252	0.064570
7.933394	0.064312	0.064570
7.912373	0.064372	0.064570
7.891339	0.064433	0.064570
7.870269	0.064494	0.064570
7.849230	0.064554	0.064570
7.828155	0.064614	0.064570
7.807152	0.064673	0.064570
7.786073	0.064730	0.064570
7.765005	0.064785	0.064570
7.743990	0.064839	0.064570
7.722918	0.064890	0.064570
7.701876	0.064938	0.064570
7.680775	0.064982	0.064570
7.659746	0.065024	0.064570
7.638661	0.065061	0.064570
7.617583	0.065095	0.064570
7.596469	0.065124	0.064570
7.575406	0.065149	0.064570
7.554266	0.065169	0.064570
7.533178	0.065184	0.064570
7.511986	0.065194	0.064570
7.490801	0.065199	0.064570
7.469597	0.065199	0.064570
7.448376	0.065193	0.064570
7.427228	0.065182	0.064570
7.406022	0.065165	0.064570
7.384847	0.065143	0.064570
7.363595	0.065115	0.064570
7.342439	0.065082	0.064570
7.321337	0.065044	0.064570
7.300114	0.065000	0.064570
7.278902	0.064952	0.064570
7.257700	0.064898	0.064570
7.236442	0.064840	0.064570
7.215192	0.064777	0.064570
7.193951	0.064710	0.064570
7.172655	0.064638	0.064570
7.151388	0.064563	0.064570
7.130108	0.064485	0.064570
7.108905	0.064403	0.064570
7.087713	0.064318	0.064570
7.066507	0.064230	0.064570
7.045178	0.064140	0.064570
7.023881	0.064048	0.064570
7.002638	0.063955	0.064570
6.981363	0.063860	0.064570
6.960120	0.063765	0.064570
6.938865	0.063668	0.064570
6.917555	0.063572	0.064570
6.896258	0.063476	0.064570
6.874972	0.063380	0.064570
6.853721	0.063286	0.064570
6.832371	0.063192	0.064570
6.811012	0.063100	0.064570
6.789623	0.063011	0.064570
6.768268	0.062923	0.064570
6.747011	0.062838	0.064570
6.725656	0.062756	0.064570
6.704272	0.062677	0.064570
6.682944	0.062601	0.064570
6.661604	0.062529	0.064570
6.640273	0.062461	0.064570
6.618933	0.062398	0.064570
6.597631	0.062338	0.064570
6.576278	0.062283	0.064570
6.554984	0.062233	0.064570
6.533659	0.062188	0.064570
6.512280	0.062148	0.064570
6.490979	0.062112	0.064570
6.469711	0.062082	0.064570
6.448257	0.062057	0.064570
6.426902	0.062038	0.064570
6.405538	0.062023	0.064570
6.384230	0.062014	0.064570
6.362936	0.062011	0.064570
6.341587	0.062012	0.064570
6.320206	0.062018	0.064570
6.298836	0.062030	0.064570
6.277456	0.062047	0.064570
6.256065	0.062068	0.064570
6.234727	0.062094	0.064570
6.213377	0.062125	0.064570
6.192015	0.062160	0.064570
6.170640	0.062200	0.064570
6.149321	0.062243	0.064570
6.127903	0.062290	0.064570
6.106517	0.062341	0.064570
6.085100	0.062396	0.064570
6.063650	0.062454	0.064570
6.042232	0.062514	0.064570
6.020784	0.062578	0.064570
5.999330	0.062644	0.064570
5.977931	0.062712	0.064570
5.956477	0.062782	0.064570
5.934973	0.062854	0.064570
5.913573	0.062928	0.064570
5.892142	0.063003	0.064570
5.870654	0.063078	0.064570
5.849198	0.063155	0.064570
5.827689	0.063232	0.064570
5.806194	0.063310	0.064570
5.784777	0.063387	0.064570
5.763307	0.063465	0.064570
5.741827	0.063542	0.064570
5.720339	0.063618	0.064570
5.698797	0.063693	0.064570
5.677222	0.063768	0.064570
5.655704	0.063841	0.064570
5.634069	0.063913	0.064570
5.612513	0.063983	0.064570
5.590948	0.064051	0.064570
5.569372	0.064118	0.064570
5.547745	0.064182	0.064570
5.526285	0.064244	0.064570
5.504793	0.064304	0.064570
5.483224	0.064361	0.064570
5.461689	0.064416	0.064570
5.440190	0.064468	0.064570
5.418595	0.064517	0.064571
5.397014	0.064563	0.064571
5.375470	0.064606	0.064571
5.354004	0.064646	0.064571
5.332464	0.064683	0.064571
5.310962	0.064717	0.064571
5.289412	0.064748	0.064571
5.267917	0.064775	0.064571
5.246303	0.064799	0.064571
5.224700	0.064820	0.064571
5.203090	0.064837	0.064571
5.181581	0.064851	0.064571
5.160081	0.064862	0.064571
5.138569	0.064870	0.064571
5.117001	0.064874	0.064571
5.095447	0.064875	0.064571
5.073866	0.064873	0.064571
5.052344	0.064868	0.064571
5.030814	0.064859	0.064571
5.009297	0.064847	0.064571
4.987727	0.064833	0.064571
4.966105	0.064815	0.064571
4.944564	0.064795	0.064571
4.922969	0.064772	0.064571
4.901387	0.064746	0.064571
4.879839	0.064717	0.064571
4.858217	0.064686	0.064571
4.836652	0.064652	0.064571
4.815013	0.064616	0.064571
4.793364	0.064578	0.064571
4.771659	0.064537	0.064571
4.750031	0.064495	0.064571
4.728331	0.064451	0.064571
4.706581	0.064405	0.064572
4.684890	0.064357	0.064572
4.663212	0.064308	0.064572
4.641572	0.064257	0.064572
4.620033	0.064205	0.064572
4.598422	0.064153	0.064572
4.576801	0.064099	0.064572
4.555194	0.064044	0.064572
4.533513	0.063989	0.064572
4.511803	0.063934	0.064572
4.490083	0.063878	0.064572
4.468396	0.063822	0.064572
4.446679	0.063766	0.064572
4.425001	0.063711	0.064573
4.403335	0.063655	0.064573
4.381572	0.063601	0.064573
4.359952	0.063547	0.064573
4.338150	0.063494	0.064573
4.316492	0.063442	0.064573
4.294717	0.063392	0.064573
4.272975	0.063343	0.064573
4.251160	0.063295	0.064573
4.229357	0.063249	0.064574
4.207565	0.063205	0.064574
4.185896	0.063164	0.064574
4.164219	0.063124	0.064574
4.142534	0.063087	0.064574
4.120842	0.063052	0.064574
4.099078	0.063020	0.064575
4.077305	0.062991	0.064575
4.055457	0.062964	0.064575
4.033709	0.062941	0.064575
4.011950	0.062920	0.064575
3.990183	0.062903	0.064576
3.968366	0.062889	0.064576
3.946649	0.062878	0.064576
3.924946	0.062871	0.064576
3.903127	0.062867	0.064577
3.881431	0.062866	0.064577
3.859664	0.062869	0.064577
3.837913	0.062875	0.064577
3.816222	0.062884	0.064578
3.794436	0.062897	0.064578
3.772641	0.062913	0.064578
3.750881	0.062933	0.064579
3.729096	0.062955	0.064579
3.707239	0.062981	0.064580
3.685549	0.063010	0.064580
3.663809	0.063041	0.064580
3.641953	0.063076	0.064581
3.620088	0.063113	0.064581
3.598194	0.063152	0.064582
3.576358	0.063194	0.064582
3.554519	0.063238	0.064583
3.532737	0.063284	0.064583
3.510904	0.063332	0.064584
3.489105	0.063381	0.064584
3.467257	0.063432	0.064585
3.445448	0.063484	0.064586
3.423609	0.063537	0.064586
3.401742	0.063591	0.064587
3.379909	0.063645	0.064588
3.358045	0.063700	0.064589
3.336215	0.063755	0.064589
3.314375	0.063809	0.064590
3.292504	0.063863	0.064591
3.270602	0.063917	0.064592
3.248735	0.063969	0.064593
3.226905	0.064021	0.064594
3.204957	0.064071	0.064595
3.183087	0.064120	0.064596
3.161168	0.064168	0.064597
3.139239	0.064213	0.064598
3.117388	0.064257	0.064599
3.095465	0.064298	0.064601
3.073491	0.064338	0.064602
3.051641	0.064374	0.064603
3.029742	0.064409	0.064605
3.007837	0.064440	0.064606
2.985879	0.064469	0.064608
2.963937	0.064496	0.064609
2.942034	0.064519	0.064611
2.920082	0.064540	0.064613
2.898083	0.064558	0.064615
2.876167	0.064574	0.064617
2.854223	0.064586	0.064619
2.832318	0.064596	0.064621
2.810364	0.064604	0.064623
2.788405	0.064609	0.064625
2.766422	0.064612	0.064628
2.744433	0.064613	0.064630
2.722458	0.064611	0.064633
2.700499	0.064608	0.064635
2.678515	0.064603	0.064638
2.656570	0.064597	0.064641
2.634662	0.064590	0.064644
2.612661	0.064582	0.064647
2.590654	0.064574	0.064651
2.568730	0.064565	0.064654
2.546759	0.064556	0.064658
2.524847	0.064547	0.064661
2.502865	0.064539	0.064665
2.480921	0.064532	0.064669
2.458996	0.064526	0.064674
2.437092	0.064521	0.064678
2.415206	0.064519	0.064683
2.393204	0.064518	0.064688
2.371327	0.064520	0.064693
2.349404	0.064525	0.064698
2.327414	0.064533	0.064704
2.305420	0.064545	0.064709
2.283399	0.064560	0.064715
2.261421	0.064579	0.064722
2.239464	0.064603	0.064728
2.217485	0.064631	0.064735
2.195547	0.064663	0.064742
2.173562	0.064701	0.064749
2.151680	0.064744	0.064757
2.129706	0.064792	0.064765
2.107661	0.064845	0.064774
2.085700	0.064904	0.064782
2.063716	0.064968	0.064791
2.041793	0.065039	0.064801
2.019779	0.065115	0.064811
1.997804	0.065196	0.064821
1.975780	0.065283	0.064832
1.953775	0.065376	0.064843
1.931808	0.065475	0.064855
1.909794	0.065579	0.064867
1.887736	0.065688	0.064880
1.865716	0.065802	0.064894
1.843668	0.065921	0.064908
1.821593	0.066044	0.064922
1.799557	0.066172	0.064937
1.777452	0.066304	0.064953
1.755450	0.066439	0.064970
1.733379	0.066578	0.064987
1.711349	0.066720	0.065005
1.689188	0.066864	0.065024
1.667178	0.067010	0.065043
1.645167	0.067158	0.065064
1.623240	0.067308	0.065085
1.601156	0.067458	0.065107
1.579156	0.067608	0.065130
1.557199	0.067758	0.065154
1.535176	0.067908	0.065179
1.513150	0.068056	0.065205
1.491139	0.068202	0.065233
1.469145	0.068346	0.065261
1.447127	0.068487	0.065291
1.425150	0.068625	0.065321
1.403042	0.068760	0.065354
1.381038	0.068890	0.065387
1.359010	0.069015	0.065422
1.336980	0.069135	0.065459
1.314970	0.069250	0.065497
1.292937	0.069359	0.065537
1.270968	0.069461	0.065578
1.249022	0.069557	0.065621
1.227011	0.069646	0.065666
1.204958	0.069728	0.065712
1.182992	0.069802	0.065761
1.161048	0.069869	0.065812
1.139060	0.069927	0.065865
1.116981	0.069978	0.065920
1.094986	0.070021	0.065977
1.073011	0.070056	0.066037
1.050968	0.070083	0.066099
1.028969	0.070103	0.066164
1.007035	0.070114	0.066232
0.985057	0.070118	0.066302
0.962967	0.070114	0.066376
0.941005	0.070104	0.066452
0.919000	0.070087	0.066531
0.897037	0.070063	0.066614
0.874984	0.070034	0.066700
0.852930	0.069999	0.066790
0.830920	0.069959	0.066884
0.808976	0.069915	0.066981
0.786922	0.069868	0.067082
0.764862	0.069817	0.067188
0.742712	0.069764	0.067298
0.720646	0.069710	0.067413
0.698644	0.069655	0.067532
0.676664	0.069600	0.067655
0.654659	0.069546	0.067784
0.632651	0.069493	0.067917
0.610574	0.069444	0.068057
0.588557	0.069398	0.068201
0.566540	0.069357	0.068351
0.544500	0.069322	0.068508
0.522478	0.069293	0.068670
0.500452	0.069271	0.068839
0.478357	0.069259	0.069015
0.456326	0.069256	0.069197
0.434229	0.069263	0.069387
0.412260	0.069282	0.069583
0.390179	0.069314	0.069787
0.368139	0.069359	0.069999
0.346162	0.069419	0.070218
0.324204	0.069494	0.070445
0.302183	0.069585	0.070681
0.280187	0.069694	0.070925
0.258105	0.069820	0.071180
0.236069	0.069965	0.071443
0.214030	0.070130	0.071716
0.191945	0.070314	0.071999
0.169880	0.070519	0.072292
0.147876	0.070746	0.072595
0.125847	0.070994	0.072908
0.103882	0.071265	0.073231
0.081828	0.071558	0.073566
0.059772	0.071875	0.073913
0.037802	0.072214	0.074270
0.015831	0.072578	0.074639
-0.006188	0.072964	0.075020
-0.028254	0.073375	0.075414
-0.050342	0.073808	0.075821
-0.072365	0.074266	0.076240
-0.094473	0.074746	0.076673
-0.116516	0.075250	0.077118
-0.138453	0.075777	0.077573
-0.160457	0.076325	0.078043
-0.182483	0.076896	0.078527
-0.204531	0.077488	0.079024
-0.226537	0.078100	0.079534
-0.248612	0.078732	0.080059
-0.270710	0.079384	0.080598
-0.292746	0.080054	0.081149
-0.314782	0.080741	0.081713
-0.336863	0.081444	0.082291
-0.358899	0.082163	0.082881
-0.380999	0.082896	0.083485
-0.403080	0.083642	0.084101
-0.425204	0.084401	0.084731
-0.447279	0.085169	0.085371
-0.469418	0.085947	0.086024
-0.491493	0.086733	0.086686
-0.513505	0.087526	0.087357
-0.535604	0.088323	0.088040
-0.557619	0.089125	0.088729
-0.579677	0.089928	0.089428
-0.601801	0.090732	0.090136
-0.623903	0.091536	0.090850
-0.646005	0.092337	0.091570
-0.668086	0.093134	0.092294
-0.690142	0.093926	0.093020
-0.712197	0.094711	0.093749
-0.734360	0.095487	0.094482
-0.756416	0.096253	0.095212
-0.778471	0.097008	0.095940
-0.800590	0.097750	0.096667
-0.822620	0.098477	0.097387
-0.844646	0.099189	0.098100
-0.866735	0.099883	0.098808
-0.888800	0.100558	0.099507
-0.910825	0.101214	0.100193
-0.932981	0.101848	0.100870
-0.954940	0.102460	0.101528
-0.977008	0.103048	0.102172
-0.999098	0.103611	0.102800
-1.021142	0.104148	0.103407
-1.043337	0.104659	0.103996
-1.065379	0.105141	0.104559
-1.087509	0.105595	0.105099
-1.109576	0.106019	0.105612
-1.131624	0.106413	0.106096
-1.153632	0.106776	0.106549
-1.175750	0.107108	0.106975
-1.197889	0.107407	0.107368
-1.220004	0.107674	0.107727
-1.242075	0.107908	0.108050
-1.264167	0.108109	0.108338
-1.286300	0.108276	0.108589
-1.308455	0.108410	0.108802
-1.330543	0.108510	0.108976
-1.352606	0.108576	0.109110
-1.374712	0.108609	0.109205
-1.396774	0.108609	0.109260
-1.418858	0.108575	0.109275
-1.440922	0.108508	0.109249
-1.462942	0.108409	0.109183
-1.485047	0.108277	0.109077
-1.507127	0.108114	0.108932
-1.529096	0.107920	0.108749
-1.551192	0.107695	0.108526
-1.573159	0.107441	0.108267
-1.595235	0.107157	0.107970
-1.617310	0.106845	0.107638
-1.639296	0.106505	0.107272
-1.661323	0.106139	0.106873
-1.683391	0.105747	0.106441
-1.705521	0.105330	0.105977
-1.727582	0.104890	0.105486
-1.749574	0.104427	0.104969
-1.771672	0.103942	0.104423
-1.793705	0.103436	0.103855
-1.815760	0.102911	0.103264
-1.837833	0.102367	0.102651
-1.859881	0.101807	0.102020
-1.881905	0.101230	0.101373
-1.903994	0.100638	0.100708
-1.926059	0.100032	0.100030
-1.948101	0.099414	0.099341
-1.970140	0.098784	0.098641
-1.992242	0.098144	0.097931
-2.014319	0.097494	0.097214
-2.036375	0.096837	0.096492
-2.058432	0.096173	0.095766
-2.080488	0.095503	0.095037
-2.102519	0.094828	0.094309
-2.124462	0.094150	0.093583
-2.146470	0.093469	0.092856
-2.168410	0.092786	0.092134
-2.190477	0.092103	0.091412
-2.212411	0.091421	0.090699
-2.234451	0.090740	0.089988
-2.256532	0.090061	0.089282
-2.278612	0.089385	0.088584
-2.300648	0.088713	0.087896
-2.322704	0.088046	0.087217
-2.344712	0.087385	0.086548
-2.366760	0.086729	0.085889
-2.388869	0.086081	0.085239
-2.410888	0.085440	0.084603
-2.432949	0.084807	0.083977
-2.454942	0.084183	0.083366
-2.476954	0.083568	0.082767
-2.499029	0.082963	0.082178
-2.521015	0.082368	0.081605
-2.542974	0.081783	0.081045
-2.564975	0.081209	0.080498
-2.586976	0.080647	0.079964
-2.608952	0.080095	0.079444
-2.630968	0.079555	0.078936
-2.652916	0.079027	0.078443
-2.674926	0.078511	0.077962
-2.696893	0.078007	0.077495
-2.718897	0.077515	0.077040
-2.740829	0.077036	0.076600
-2.762776	0.076568	0.076172
-2.784722	0.076113	0.075757
-2.806774	0.075670	0.075353
-2.828779	0.075239	0.074961
-2.850759	0.074819	0.074582
-2.872736	0.074412	0.074216
-2.894709	0.074016	0.073860
-2.916700	0.073632	0.073516
-2.938777	0.073259	0.073182
-2.960785	0.072898	0.072860
-2.982725	0.072547	0.072550
-3.004728	0.072207	0.072249
-3.026683	0.071877	0.071959
-3.048720	0.071557	0.071678
-3.070708	0.071248	0.071407
-3.092691	0.070948	0.071145
-3.114649	0.070657	0.070893
-3.136561	0.070375	0.070651
-3.158492	0.070102	0.070417
-3.180487	0.069838	0.070190
-3.202475	0.069581	0.069972
-3.224390	0.069333	0.069763
-3.246345	0.069092	0.069560
-3.268296	0.068858	0.069365
-3.290308	0.068631	0.069177
-3.312315	0.068411	0.068996
-3.334293	0.068198	0.068822
-3.356268	0.067990	0.068654
-3.378174	0.067789	0.068493
-3.400098	0.067593	0.068338
-3.422082	0.067402	0.068188
-3.444020	0.067217	0.068045
-3.465955	0.067036	0.067907
-3.487906	0.066861	0.067774
-3.509875	0.066689	0.067646
-3.531796	0.066523	0.067523
-3.553736	0.066360	0.067405
-3.575648	0.066201	0.067292
-3.597597	0.066046	0.067183
-3.619519	0.065895	0.067078
-3.641479	0.065748	0.066977
-3.663434	0.065604	0.066880
-3.685318	0.065463	0.066787
-3.707302	0.065326	0.066698
-3.729277	0.065191	0.066612
-3.751202	0.065060	0.066529
-3.773165	0.064932	0.066450
-3.795146	0.064807	0.066374
-3.817098	0.064684	0.066301
-3.839067	0.064565	0.066230
-3.860942	0.064449	0.066163
-3.882855	0.064335	0.066099
-3.904786	0.064224	0.066037
-3.926693	0.064116	0.065977
-3.948616	0.064011	0.065920
-3.970467	0.063909	0.065865
-3.992357	0.063809	0.065812
-4.014264	0.063713	0.065762
-4.036146	0.063619	0.065713
-4.058023	0.063528	0.065667
-4.079984	0.063440	0.065622
-4.101878	0.063356	0.065579
-4.123743	0.063274	0.065538
-4.145667	0.063195	0.065499
-4.167495	0.063119	0.065461
-4.189443	0.063046	0.065424
-4.211341	0.062977	0.065389
-4.233212	0.062910	0.065356
-4.255075	0.062847	0.065324
-4.276979	0.062787	0.065293
-4.298879	0.062730	0.065263
-4.320733	0.062676	0.065235
-4.342626	0.062626	0.065208
-4.364491	0.062579	0.065182
-4.386438	0.062535	0.065157
-4.408379	0.062494	0.065133
-4.430339	0.062457	0.065109
-4.452205	0.062423	0.065087
-4.474022	0.062392	0.065066
-4.495855	0.062365	0.065046
-4.517597	0.062340	0.065027
-4.539420	0.062319	0.065008
-4.561330	0.062302	0.064990
-4.583173	0.062287	0.064973
-4.605012	0.062276	0.064956
-4.626826	0.062267	0.064940
-4.648744	0.062262	0.064925
-4.670594	0.062260	0.064911
-4.692439	0.062261	0.064897
-4.714343	0.062265	0.064883
-4.736177	0.062272	0.064870
-4.757985	0.062282	0.064858
-4.779831	0.062295	0.064846
-4.801691	0.062310	0.064835
-4.823566	0.062329	0.064824
-4.845303	0.062350	0.064814
-4.867116	0.062374	0.064804
-4.888941	0.062400	0.064794
-4.910739	0.062429	0.064785
-4.932511	0.062461	0.064776
-4.954345	0.062495	0.064768
-4.976174	0.062531	0.064760
-4.998019	0.062570	0.064752
-5.019792	0.062611	0.064744
-5.041579	0.062654	0.064737
-5.063381	0.062700	0.064730
-5.085176	0.062748	0.064724
-5.106941	0.062798	0.064718
-5.128657	0.062850	0.064712
-5.150432	0.062904	0.064706
-5.172286	0.062960	0.064700
-5.194045	0.063018	0.064695
-5.215818	0.063078	0.064690
-5.237539	0.063140	0.064685
-5.259340	0.063204	0.064680
-5.281045	0.063269	0.064676
-5.302830	0.063337	0.064671
-5.324631	0.063406	0.064667
-5.346381	0.063476	0.064663
-5.368231	0.063549	0.064659
-5.390007	0.063623	0.064656
-5.411775	0.063698	0.064652
-5.433471	0.063775	0.064649
-5.455157	0.063853	0.064646
-5.476878	0.063933	0.064643
-5.498594	0.064014	0.064640
-5.520262	0.064097	0.064637
-5.542056	0.064180	0.064634
-5.563826	0.064265	0.064631
-5.585525	0.064351	0.064629
-5.607215	0.064437	0.064627
-5.628918	0.064525	0.064624
-5.650634	0.064614	0.064622
-5.672279	0.064703	0.064620
