in s,C1 in V
9.700E-08,-3.78516E-03
9.720E-08,-3.39453E-03
9.740E-08,-3.39453E-03
9.760E-08,-3.39453E-03
9.780E-08,-3.00391E-03
9.800E-08,-3.39453E-03
9.820E-08,-3.39453E-03
9.840E-08,-3.19922E-03
9.860E-08,-2.61328E-03
9.880E-08,-2.41797E-03
9.900E-08,-2.61328E-03
9.920E-08,-2.41797E-03
9.940E-08,-2.61328E-03
9.960E-08,-2.22266E-03
9.980E-08,-2.22266E-03
1.000E-07,-2.02734E-03
1.002E-07,-3.00391E-03
1.004E-07,-3.39453E-03
1.006E-07,-3.00391E-03
1.008E-07,-2.80859E-03
1.010E-07,-2.61328E-03
1.012E-07,-2.61328E-03
1.014E-07,-2.80859E-03
1.016E-07,-2.80859E-03
1.018E-07,-2.80859E-03
1.020E-07,-3.00391E-03
1.022E-07,-2.80859E-03
1.024E-07,-3.00391E-03
1.026E-07,-3.58984E-03
1.028E-07,-3.39453E-03
1.030E-07,-3.39453E-03
1.032E-07,-3.39453E-03
1.034E-07,-2.61328E-03
1.036E-07,-2.41797E-03
1.038E-07,-3.00391E-03
1.040E-07,-3.19922E-03
1.042E-07,-3.19922E-03
1.044E-07,-3.19922E-03
1.046E-07,-3.00391E-03
1.048E-07,-3.00391E-03
1.050E-07,-3.19922E-03
1.052E-07,-3.00391E-03
1.054E-07,-2.80859E-03
1.056E-07,-2.61328E-03
1.058E-07,-2.22266E-03
1.060E-07,-2.80859E-03
1.062E-07,-2.41797E-03
1.064E-07,-2.02734E-03
1.066E-07,-2.80859E-03
1.068E-07,-3.39453E-03
1.070E-07,-3.19922E-03
1.072E-07,-2.80859E-03
1.074E-07,-2.41797E-03
1.076E-07,-2.41797E-03
1.078E-07,-2.80859E-03
1.080E-07,-3.39453E-03
1.082E-07,-3.39453E-03
1.084E-07,-4.56641E-03
1.086E-07,-4.76172E-03
1.088E-07,-3.78516E-03
1.090E-07,-3.39453E-03
1.092E-07,-2.61328E-03
1.094E-07,-2.41797E-03
1.096E-07,-2.02734E-03
1.098E-07,-3.00391E-03
1.100E-07,-3.00391E-03
1.102E-07,-2.80859E-03
1.104E-07,-2.02734E-03
1.106E-07,-1.83203E-03
1.108E-07,-2.41797E-03
1.110E-07,-2.61328E-03
1.112E-07,-3.00391E-03
1.114E-07,-3.39453E-03
1.116E-07,-3.98047E-03
1.118E-07,-3.19922E-03
1.120E-07,-3.00391E-03
1.122E-07,-2.61328E-03
1.124E-07,-2.61328E-03
1.126E-07,-2.22266E-03
1.128E-07,-1.83203E-03
1.130E-07,-1.83203E-03
1.132E-07,-2.22266E-03
1.134E-07,-3.39453E-03
1.136E-07,-3.58984E-03
1.138E-07,-3.00391E-03
1.140E-07,-2.41797E-03
1.142E-07,-2.41797E-03
1.144E-07,-2.02734E-03
1.146E-07,-1.83203E-03
1.148E-07,-2.80859E-03
1.150E-07,-3.19922E-03
1.152E-07,-3.39453E-03
1.154E-07,-2.61328E-03
1.156E-07,-1.63672E-03
1.158E-07,-1.44141E-03
1.160E-07,-1.63672E-03
1.162E-07,-2.22266E-03
1.164E-07,-2.80859E-03
1.166E-07,-2.61328E-03
1.168E-07,-2.80859E-03
1.170E-07,-2.61328E-03
1.172E-07,-2.22266E-03
1.174E-07,-1.44141E-03
1.176E-07,-1.63672E-03
1.178E-07,-2.61328E-03
1.180E-07,-3.00391E-03
1.182E-07,-3.39453E-03
1.184E-07,-3.00391E-03
1.186E-07,-2.41797E-03
1.188E-07,-1.83203E-03
1.190E-07,-1.83203E-03
1.192E-07,-1.05078E-03
1.194E-07,-8.55469E-04
1.196E-07,-1.44141E-03
1.198E-07,-2.80859E-03
1.200E-07,-3.39453E-03
1.202E-07,-3.39453E-03
1.204E-07,-2.22266E-03
1.206E-07,-1.24609E-03
1.208E-07,-1.05078E-03
1.210E-07,-1.05078E-03
1.212E-07,-1.63672E-03
1.214E-07,-2.41797E-03
1.216E-07,-2.22266E-03
1.218E-07,-3.19922E-03
1.220E-07,-3.19922E-03
1.222E-07,-3.39453E-03
1.224E-07,-2.80859E-03
1.226E-07,-2.61328E-03
1.228E-07,-2.02734E-03
1.230E-07,-1.24609E-03
1.232E-07,-1.05078E-03
1.234E-07,-1.83203E-03
1.236E-07,-2.61328E-03
1.238E-07,-2.80859E-03
1.240E-07,-2.22266E-03
1.242E-07,-2.22266E-03
1.244E-07,-2.22266E-03
1.246E-07,-2.61328E-03
1.248E-07,-2.80859E-03
1.250E-07,-2.80859E-03
1.252E-07,-2.61328E-03
1.254E-07,-2.61328E-03
1.256E-07,-2.41797E-03
1.258E-07,-2.61328E-03
1.260E-07,-2.80859E-03
1.262E-07,-2.80859E-03
1.264E-07,-2.02734E-03
1.266E-07,-1.44141E-03
1.268E-07,-1.24609E-03
1.270E-07,-1.24609E-03
1.272E-07,-1.44141E-03
1.274E-07,-1.63672E-03
1.276E-07,-2.02734E-03
1.278E-07,-2.02734E-03
1.280E-07,-1.83203E-03
1.282E-07,-2.22266E-03
1.284E-07,-2.41797E-03
1.286E-07,-2.61328E-03
1.288E-07,-2.80859E-03
1.290E-07,-2.61328E-03
1.292E-07,-2.02734E-03
1.294E-07,-1.83203E-03
1.296E-07,-1.44141E-03
1.298E-07,-1.44141E-03
1.300E-07,-2.02734E-03
1.302E-07,-2.41797E-03
1.304E-07,-3.19922E-03
1.306E-07,-2.61328E-03
1.308E-07,-3.00391E-03
1.310E-07,-2.22266E-03
1.312E-07,-2.02734E-03
1.314E-07,-1.63672E-03
1.316E-07,-2.41797E-03
1.318E-07,-2.80859E-03
1.320E-07,-2.80859E-03
1.322E-07,-3.19922E-03
1.324E-07,-3.00391E-03
1.326E-07,-2.80859E-03
1.328E-07,-1.44141E-03
1.330E-07,-1.44141E-03
1.332E-07,-1.05078E-03
1.334E-07,-1.63672E-03
1.336E-07,-1.63672E-03
1.338E-07,-1.83203E-03
1.340E-07,-1.44141E-03
1.342E-07,-1.83203E-03
1.344E-07,-1.44141E-03
1.346E-07,-1.63672E-03
1.348E-07,-1.83203E-03
1.350E-07,-2.22266E-03
1.352E-07,-2.22266E-03
1.354E-07,-1.63672E-03
1.356E-07,-1.44141E-03
1.358E-07,-1.83203E-03
1.360E-07,-2.22266E-03
1.362E-07,-2.41797E-03
1.364E-07,-2.02734E-03
1.366E-07,-1.83203E-03
1.368E-07,-1.63672E-03
1.370E-07,-1.83203E-03
1.372E-07,-1.44141E-03
1.374E-07,-1.83203E-03
1.376E-07,-1.44141E-03
1.378E-07,-1.44141E-03
1.380E-07,-6.60156E-04
1.382E-07,-6.60156E-04
1.384E-07,-1.05078E-03
1.386E-07,-1.83203E-03
1.388E-07,-2.41797E-03
1.390E-07,-2.02734E-03
1.392E-07,-1.05078E-03
1.394E-07,-8.55469E-04
1.396E-07,-1.05078E-03
1.398E-07,-1.24609E-03
1.400E-07,-1.44141E-03
1.402E-07,-1.63672E-03
1.404E-07,-1.44141E-03
1.406E-07,-1.24609E-03
1.408E-07,-1.83203E-03
1.410E-07,-1.63672E-03
1.412E-07,-1.44141E-03
1.414E-07,-1.05078E-03
1.416E-07,-1.44141E-03
1.418E-07,-1.63672E-03
1.420E-07,-1.83203E-03
1.422E-07,-1.44141E-03
1.424E-07,-1.83203E-03
1.426E-07,-2.22266E-03
1.428E-07,-2.80859E-03
1.430E-07,-1.83203E-03
1.432E-07,-8.55469E-04
1.434E-07,-6.60156E-04
1.436E-07,-1.05078E-03
1.438E-07,-1.05078E-03
1.440E-07,-1.63672E-03
1.442E-07,-1.63672E-03
1.444E-07,-1.63672E-03
1.446E-07,-1.24609E-03
1.448E-07,-8.55469E-04
1.450E-07,-1.05078E-03
1.452E-07,-1.24609E-03
1.454E-07,-1.05078E-03
1.456E-07,-1.24609E-03
1.458E-07,-6.60156E-04
1.460E-07,-1.44141E-03
1.462E-07,-2.41797E-03
1.464E-07,-2.61328E-03
1.466E-07,-2.22266E-03
1.468E-07,-1.63672E-03
1.470E-07,-8.55469E-04
1.472E-07,-6.60156E-04
1.474E-07,-8.55469E-04
1.476E-07,-1.24609E-03
1.478E-07,-1.83203E-03
1.480E-07,-2.02734E-03
1.482E-07,-1.44141E-03
1.484E-07,-1.63672E-03
1.486E-07,-1.83203E-03
1.488E-07,-2.02734E-03
1.490E-07,-1.24609E-03
1.492E-07,-1.05078E-03
1.494E-07,-1.05078E-03
1.496E-07,-8.55469E-04
1.498E-07,-8.55469E-04
1.500E-07,-1.44141E-03
1.502E-07,-1.63672E-03
1.504E-07,-1.63672E-03
1.506E-07,-1.63672E-03
1.508E-07,-3.00391E-03
1.510E-07,-3.39453E-03
1.512E-07,-2.22266E-03
1.514E-07,-1.44141E-03
1.516E-07,-6.60156E-04
1.518E-07,-8.55469E-04
1.520E-07,-1.63672E-03
1.522E-07,-2.41797E-03
1.524E-07,-2.22266E-03
1.526E-07,-2.22266E-03
1.528E-07,-2.02734E-03
1.530E-07,-1.05078E-03
1.532E-07,-4.64844E-04
1.534E-07,-4.64844E-04
1.536E-07,-4.64844E-04
1.538E-07,-1.63672E-03
1.540E-07,-1.63672E-03
1.542E-07,-1.44141E-03
1.544E-07,-8.55469E-04
1.546E-07,-8.55469E-04
1.548E-07,-1.24609E-03
1.550E-07,-1.05078E-03
1.552E-07,-1.63672E-03
1.554E-07,-1.63672E-03
1.556E-07,-1.63672E-03
1.558E-07,-8.55469E-04
1.560E-07,-6.60156E-04
1.562E-07,-1.24609E-03
1.564E-07,-2.41797E-03
1.566E-07,-2.22266E-03
1.568E-07,-2.02734E-03
1.570E-07,-1.83203E-03
1.572E-07,-1.83203E-03
1.574E-07,-2.02734E-03
1.576E-07,-1.83203E-03
1.578E-07,-1.05078E-03
1.580E-07,-4.64844E-04
1.582E-07,-2.69531E-04
1.584E-07,-1.05078E-03
1.586E-07,-1.63672E-03
1.588E-07,-2.22266E-03
1.590E-07,-2.02734E-03
1.592E-07,-1.83203E-03
1.594E-07,-1.63672E-03
1.596E-07,-8.55469E-04
1.598E-07,-7.42188E-05
1.600E-07,-1.05078E-03
1.602E-07,-2.41797E-03
1.604E-07,-2.41797E-03
1.606E-07,-2.22266E-03
1.608E-07,-1.44141E-03
1.610E-07,-1.44141E-03
1.612E-07,-8.55469E-04
1.614E-07,-6.60156E-04
1.616E-07,1.21094E-04
1.618E-07,1.48828E-03
1.620E-07,3.63672E-03
1.622E-07,8.32422E-03
1.624E-07,1.71133E-02
1.626E-07,3.41055E-02
1.628E-07,5.69570E-02
1.630E-07,7.59023E-02
1.632E-07,8.58633E-02
1.634E-07,8.50820E-02
1.636E-07,7.98086E-02
1.638E-07,7.27773E-02
1.640E-07,6.57461E-02
1.642E-07,5.83242E-02
1.644E-07,5.24648E-02
1.646E-07,4.73867E-02
1.648E-07,4.19180E-02
1.650E-07,3.72305E-02
1.652E-07,3.21523E-02
1.654E-07,2.82461E-02
1.656E-07,2.53164E-02
1.658E-07,2.23867E-02
1.660E-07,1.98477E-02
1.662E-07,1.71133E-02
1.664E-07,1.53555E-02
1.666E-07,1.26211E-02
1.668E-07,1.00820E-02
1.670E-07,8.32422E-03
1.672E-07,6.76172E-03
1.674E-07,4.80859E-03
1.676E-07,2.26953E-03
1.678E-07,-1.44141E-03
1.680E-07,-6.12891E-03
1.682E-07,-1.14023E-02
1.684E-07,-1.39414E-02
1.686E-07,-1.41367E-02
1.688E-07,-1.25742E-02
1.690E-07,-1.08164E-02
1.692E-07,-9.44922E-03
1.694E-07,-8.66797E-03
1.696E-07,-7.10547E-03
1.698E-07,-5.73828E-03
1.700E-07,-4.37109E-03
1.702E-07,-2.02734E-03
1.704E-07,-6.60156E-04
1.706E-07,7.07031E-04
1.708E-07,2.07422E-03
1.710E-07,2.46484E-03
1.712E-07,2.26953E-03
1.714E-07,2.26953E-03
1.716E-07,2.85547E-03
1.718E-07,3.44141E-03
1.720E-07,3.83203E-03
1.722E-07,3.83203E-03
1.724E-07,3.44141E-03
1.726E-07,3.24609E-03
1.728E-07,3.63672E-03
1.730E-07,4.02734E-03
1.732E-07,4.80859E-03
1.734E-07,5.39453E-03
1.736E-07,4.80859E-03
1.738E-07,3.05078E-03
1.740E-07,2.66016E-03
1.742E-07,2.85547E-03
1.744E-07,2.66016E-03
1.746E-07,2.07422E-03
1.748E-07,1.09766E-03
1.750E-07,3.16406E-04
1.752E-07,-4.64844E-04
1.754E-07,-1.63672E-03
1.756E-07,-2.80859E-03
1.758E-07,-2.41797E-03
1.760E-07,-2.02734E-03
1.762E-07,-2.22266E-03
1.764E-07,-3.19922E-03
1.766E-07,-3.58984E-03
1.768E-07,-4.17578E-03
1.770E-07,-3.78516E-03
1.772E-07,-3.58984E-03
1.774E-07,-3.58984E-03
1.776E-07,-3.19922E-03
1.778E-07,-3.19922E-03
1.780E-07,-3.39453E-03
1.782E-07,-3.58984E-03
1.784E-07,-3.78516E-03
1.786E-07,-3.19922E-03
1.788E-07,-3.00391E-03
1.790E-07,-3.00391E-03
1.792E-07,-2.22266E-03
1.794E-07,-2.41797E-03
1.796E-07,-2.22266E-03
1.798E-07,-2.41797E-03
1.800E-07,-2.22266E-03
1.802E-07,-2.22266E-03
1.804E-07,-2.41797E-03
1.806E-07,-2.02734E-03
1.808E-07,-1.05078E-03
1.810E-07,-6.60156E-04
1.812E-07,-1.24609E-03
1.814E-07,-1.83203E-03
1.816E-07,-1.83203E-03
1.818E-07,-2.22266E-03
1.820E-07,-2.02734E-03
1.822E-07,-1.44141E-03
1.824E-07,-2.02734E-03
1.826E-07,-2.02734E-03
1.828E-07,-1.63672E-03
1.830E-07,-2.41797E-03
1.832E-07,-2.80859E-03
1.834E-07,-2.61328E-03
1.836E-07,-3.39453E-03
1.838E-07,-3.39453E-03
1.840E-07,-3.58984E-03
1.842E-07,-3.19922E-03
1.844E-07,-3.00391E-03
1.846E-07,-2.22266E-03
1.848E-07,-2.22266E-03
1.850E-07,-2.22266E-03
1.852E-07,-2.22266E-03
1.854E-07,-2.41797E-03
1.856E-07,-2.41797E-03
1.858E-07,-2.80859E-03
1.860E-07,-3.19922E-03
1.862E-07,-3.19922E-03
1.864E-07,-3.19922E-03
1.866E-07,-3.19922E-03
1.868E-07,-3.39453E-03
1.870E-07,-3.39453E-03
1.872E-07,-3.78516E-03
1.874E-07,-3.58984E-03
1.876E-07,-3.00391E-03
1.878E-07,-2.22266E-03
1.880E-07,-8.55469E-04
1.882E-07,-8.55469E-04
1.884E-07,-2.02734E-03
1.886E-07,-2.80859E-03
1.888E-07,-2.61328E-03
1.890E-07,-2.80859E-03
1.892E-07,-2.80859E-03
1.894E-07,-3.39453E-03
1.896E-07,-2.41797E-03
1.898E-07,-2.02734E-03
1.900E-07,-2.22266E-03
1.902E-07,-2.80859E-03
1.904E-07,-3.19922E-03
1.906E-07,-3.78516E-03
1.908E-07,-3.39453E-03
1.910E-07,-3.00391E-03
1.912E-07,-2.22266E-03
1.914E-07,-2.02734E-03
1.916E-07,-1.83203E-03
1.918E-07,-1.83203E-03
1.920E-07,-2.02734E-03
1.922E-07,-2.22266E-03
1.924E-07,-2.02734E-03
1.926E-07,-2.22266E-03
1.928E-07,-2.02734E-03
1.930E-07,-1.63672E-03
1.932E-07,-1.44141E-03
1.934E-07,-1.05078E-03
1.936E-07,-1.05078E-03
1.938E-07,-1.83203E-03
1.940E-07,-2.41797E-03
1.942E-07,-2.41797E-03
1.944E-07,-1.83203E-03
1.946E-07,-1.83203E-03
1.948E-07,-2.02734E-03
1.950E-07,-1.63672E-03
1.952E-07,-1.63672E-03
1.954E-07,-2.41797E-03
1.956E-07,-3.00391E-03
1.958E-07,-2.80859E-03
1.960E-07,-3.00391E-03
1.962E-07,-3.00391E-03
1.964E-07,-2.80859E-03
1.966E-07,-2.80859E-03
1.968E-07,-2.22266E-03
1.970E-07,-2.41797E-03
1.972E-07,-2.22266E-03
1.974E-07,-2.41797E-03
1.976E-07,-3.19922E-03
1.978E-07,-3.58984E-03
1.980E-07,-2.80859E-03
1.982E-07,-2.22266E-03
1.984E-07,-1.44141E-03
1.986E-07,-1.83203E-03
1.988E-07,-1.63672E-03
1.990E-07,-2.41797E-03
1.992E-07,-2.41797E-03
1.994E-07,-2.61328E-03
1.996E-07,-1.63672E-03
1.998E-07,-1.05078E-03
2.000E-07,-1.05078E-03
2.002E-07,-2.02734E-03
2.004E-07,-2.41797E-03
2.006E-07,-2.61328E-03
2.008E-07,-1.63672E-03
2.010E-07,-1.44141E-03
2.012E-07,-1.44141E-03
2.014E-07,-2.22266E-03
2.016E-07,-2.02734E-03
2.018E-07,-1.83203E-03
2.020E-07,-2.02734E-03
2.022E-07,-1.63672E-03
2.024E-07,-1.05078E-03
2.026E-07,-2.02734E-03
2.028E-07,-2.61328E-03
2.030E-07,-2.80859E-03
2.032E-07,-2.22266E-03
2.034E-07,-1.83203E-03
2.036E-07,-1.83203E-03
2.038E-07,-2.80859E-03
2.040E-07,-2.41797E-03
2.042E-07,-2.22266E-03
2.044E-07,-1.44141E-03
2.046E-07,-1.05078E-03
2.048E-07,-1.05078E-03
2.050E-07,-1.83203E-03
2.052E-07,-1.44141E-03
2.054E-07,-2.02734E-03
2.056E-07,-2.02734E-03
2.058E-07,-2.02734E-03
2.060E-07,-2.22266E-03
2.062E-07,-1.83203E-03
2.064E-07,-1.83203E-03
2.066E-07,-2.02734E-03
2.068E-07,-2.02734E-03
2.070E-07,-2.22266E-03
2.072E-07,-1.44141E-03
2.074E-07,-1.24609E-03
2.076E-07,-1.83203E-03
2.078E-07,-2.02734E-03
2.080E-07,-1.63672E-03
2.082E-07,-1.24609E-03
2.084E-07,-1.44141E-03
2.086E-07,-2.41797E-03
2.088E-07,-2.41797E-03
2.090E-07,-3.19922E-03
2.092E-07,-2.80859E-03
2.094E-07,-2.80859E-03
2.096E-07,-2.41797E-03
2.098E-07,-2.22266E-03
2.100E-07,-1.83203E-03
2.102E-07,-1.83203E-03
2.104E-07,-2.02734E-03
2.106E-07,-1.83203E-03
2.108E-07,-1.24609E-03
2.110E-07,-1.05078E-03
2.112E-07,-1.05078E-03
2.114E-07,-1.05078E-03
2.116E-07,-8.55469E-04
2.118E-07,-1.83203E-03
2.120E-07,-1.83203E-03
2.122E-07,-2.02734E-03
2.124E-07,-2.22266E-03
2.126E-07,-2.41797E-03
2.128E-07,-2.41797E-03
2.130E-07,-2.02734E-03
2.132E-07,-2.22266E-03
2.134E-07,-2.41797E-03
2.136E-07,-2.61328E-03
2.138E-07,-2.02734E-03
2.140E-07,-1.83203E-03
2.142E-07,-1.24609E-03
2.144E-07,-8.55469E-04
2.146E-07,-1.05078E-03
2.148E-07,-1.24609E-03
2.150E-07,-1.63672E-03
2.152E-07,-1.83203E-03
2.154E-07,-1.83203E-03
2.156E-07,-1.83203E-03
2.158E-07,-2.02734E-03
2.160E-07,-2.02734E-03
2.162E-07,-2.22266E-03
2.164E-07,-2.22266E-03
2.166E-07,-2.02734E-03
2.168E-07,-1.24609E-03
2.170E-07,-1.44141E-03
2.172E-07,-1.24609E-03
2.174E-07,-1.44141E-03
2.176E-07,-1.05078E-03
2.178E-07,-8.55469E-04
2.180E-07,-8.55469E-04
2.182E-07,-1.05078E-03
2.184E-07,-1.83203E-03
2.186E-07,-2.22266E-03
2.188E-07,-1.44141E-03
2.190E-07,-4.64844E-04
2.192E-07,-1.44141E-03
2.194E-07,-2.41797E-03
2.196E-07,-2.80859E-03
2.198E-07,-2.22266E-03
2.200E-07,-1.24609E-03
2.202E-07,-1.24609E-03
2.204E-07,-4.64844E-04
2.206E-07,-6.60156E-04
2.208E-07,-6.60156E-04
2.210E-07,-1.24609E-03
2.212E-07,-1.24609E-03
2.214E-07,-1.05078E-03
2.216E-07,-1.05078E-03
2.218E-07,-1.63672E-03
2.220E-07,-2.22266E-03
2.222E-07,-1.83203E-03
2.224E-07,-2.02734E-03
2.226E-07,-2.02734E-03
2.228E-07,-2.41797E-03
2.230E-07,-1.83203E-03
2.232E-07,-1.63672E-03
2.234E-07,-1.63672E-03
2.236E-07,-1.63672E-03
2.238E-07,-2.41797E-03
2.240E-07,-1.83203E-03
2.242E-07,-2.02734E-03
2.244E-07,-2.22266E-03
2.246E-07,-2.02734E-03
2.248E-07,-1.63672E-03
2.250E-07,-1.24609E-03
2.252E-07,-8.55469E-04
2.254E-07,-6.60156E-04
2.256E-07,-1.05078E-03
2.258E-07,-1.24609E-03
2.260E-07,-8.55469E-04
2.262E-07,-1.05078E-03
2.264E-07,-4.64844E-04
2.266E-07,-2.69531E-04
2.268E-07,-8.55469E-04
2.270E-07,-1.44141E-03
2.272E-07,-1.83203E-03
2.274E-07,-1.63672E-03
2.276E-07,-6.60156E-04
2.278E-07,-7.42188E-05
2.280E-07,-4.64844E-04
2.282E-07,-1.24609E-03
2.284E-07,-1.83203E-03
2.286E-07,-1.83203E-03
2.288E-07,-1.44141E-03
2.290E-07,-2.02734E-03
2.292E-07,-2.80859E-03
2.294E-07,-2.80859E-03
2.296E-07,-1.83203E-03
2.298E-07,-1.63672E-03
2.300E-07,-4.64844E-04
2.302E-07,-6.60156E-04
2.304E-07,-2.69531E-04
2.306E-07,-6.60156E-04
2.308E-07,-6.60156E-04
2.310E-07,-2.69531E-04
2.312E-07,-7.42188E-05
2.314E-07,-7.42188E-05
2.316E-07,-2.69531E-04
2.318E-07,-6.60156E-04
2.320E-07,-8.55469E-04
2.322E-07,-1.63672E-03
2.324E-07,-1.63672E-03
2.326E-07,-1.44141E-03
2.328E-07,-8.55469E-04
2.330E-07,-8.55469E-04
2.332E-07,-1.05078E-03
2.334E-07,-1.63672E-03
2.336E-07,-1.05078E-03
2.338E-07,-6.60156E-04
2.340E-07,-1.05078E-03
2.342E-07,-1.83203E-03
2.344E-07,-1.44141E-03
2.346E-07,-1.05078E-03
2.348E-07,-6.60156E-04
2.350E-07,-8.55469E-04
2.352E-07,-6.60156E-04
2.354E-07,-8.55469E-04
2.356E-07,-1.44141E-03
2.358E-07,-1.44141E-03
2.360E-07,-1.24609E-03
2.362E-07,-8.55469E-04
2.364E-07,-8.55469E-04
2.366E-07,-2.22266E-03
2.368E-07,-2.22266E-03
2.370E-07,-2.61328E-03
2.372E-07,-2.02734E-03
2.374E-07,-2.02734E-03
2.376E-07,-2.02734E-03
2.378E-07,-1.24609E-03
2.380E-07,-1.05078E-03
2.382E-07,-8.55469E-04
2.384E-07,-1.44141E-03
2.386E-07,-1.63672E-03
2.388E-07,-1.63672E-03
2.390E-07,-1.83203E-03
2.392E-07,-1.63672E-03
2.394E-07,-8.55469E-04
2.396E-07,-2.69531E-04
2.398E-07,-2.69531E-04
