Wavelength0,Intensity0,Wavelength1,Intensity1,Wavelength2,Intensity2,Wavelength3,Intensity3,Wavelength4,Intensity4,Wavelength5,Intensity5,Wavelength6,Intensity6,Wavelength7,Intensity7,Wavelength8,Intensity8,Wavelength9,Intensity9,Wavelength10,Intensity10,Wavelength11,Intensity11,Wavelength12,Intensity12,Wavelength13,Intensity13,Wavelength14,Intensity14,Wavelength15,Intensity15,Wavelength16,Intensity16,Wavelength17,Intensity17,Wavelength18,Intensity18,Wavelength19,Intensity19,Wavelength20,Intensity20,Wavelength21,Intensity21,Wavelength22,Intensity22,Wavelength23,Intensity23,Wavelength24,Intensity24,Wavelength25,Intensity25,Wavelength26,Intensity26,Wavelength27,Intensity27,Wavelength28,Intensity28,Wavelength29,Intensity29
1490.1,-38.446,1490.1,-38.462,1490.1,-38.296,1490.1,-37.34,1490.1,-37.147,1490.1,-36.941,1490.1,-36.996,1490.1,-36.976,1490.1,-37.224,1490.1,-37.653,1490.1,-37.758,1490.1,-37.725,1490.1,-38.046,1490.1,-38.119,1490.1,-38.069,1490.1,-38.207,1490.1,-38.182,1490.1,-51.329,1490.1,-51.379,1490.1,-51.62,1490.1,-51.591,1490.1,-51.72,1490.1,-51.738,1490.1,-51.851,1490.1,-51.85,1490.1,-51.923,1490.1,-51.925,1490.1,-51.879,1490.1,-51.93,1490.1,-51.859
1490.25,-38.162,1490.25,-38.166,1490.25,-38.002,1490.25,-36.994,1490.25,-36.896,1490.25,-36.807,1490.25,-36.681,1490.25,-36.736,1490.25,-37.033,1490.25,-37.387,1490.25,-37.429,1490.25,-37.384,1490.25,-37.664,1490.25,-37.7,1490.25,-37.874,1490.25,-37.78,1490.25,-37.863,1490.25,-50.814,1490.25,-50.977,1490.25,-51.177,1490.25,-51.126,1490.25,-51.229,1490.25,-51.348,1490.25,-51.427,1490.25,-51.341,1490.25,-51.441,1490.25,-51.468,1490.25,-51.478,1490.25,-51.418,1490.25,-51.347
1490.4,-37.995,1490.4,-37.878,1490.4,-37.752,1490.4,-36.792,1490.4,-36.738,1490.4,-36.803,1490.4,-36.421,1490.4,-36.592,1490.4,-36.835,1490.4,-37.151,1490.4,-37.23,1490.4,-37.147,1490.4,-37.377,1490.4,-37.481,1490.4,-37.594,1490.4,-37.578,1490.4,-37.53,1490.4,-50.397,1490.4,-50.405,1490.4,-50.745,1490.4,-50.546,1490.4,-50.796,1490.4,-50.779,1490.4,-50.914,1490.4,-50.882,1490.4,-50.966,1490.4,-51.015,1490.4,-50.952,1490.4,-50.952,1490.4,-50.797
1490.55,-37.78,1490.55,-37.728,1490.55,-37.461,1490.55,-36.676,1490.55,-36.574,1490.55,-36.303,1490.55,-36.336,1490.55,-36.34,1490.55,-36.506,1490.55,-36.92,1490.55,-37.075,1490.55,-36.978,1490.55,-37.174,1490.55,-37.077,1490.55,-37.248,1490.55,-37.35,1490.55,-37.18,1490.55,-49.921,1490.55,-49.846,1490.55,-50.156,1490.55,-50.157,1490.55,-50.218,1490.55,-50.269,1490.55,-50.467,1490.55,-50.378,1490.55,-50.359,1490.55,-50.434,1490.55,-50.403,1490.55,-50.496,1490.55,-50.359
1490.7,-37.488,1490.7,-37.55,1490.7,-37.321,1490.7,-36.442,1490.7,-36.413,1490.7,-36.305,1490.7,-36.114,1490.7,-36.136,1490.7,-36.421,1490.7,-36.684,1490.7,-36.788,1490.7,-36.737,1490.7,-36.937,1490.7,-36.956,1490.7,-36.959,1490.7,-37.087,1490.7,-37.151,1490.7,-49.438,1490.7,-49.425,1490.7,-49.563,1490.7,-49.657,1490.7,-49.834,1490.7,-49.682,1490.7,-49.941,1490.7,-49.926,1490.7,-49.908,1490.7,-49.957,1490.7,-50.043,1490.7,-49.85,1490.7,-49.843
1490.85,-37.318,1490.85,-37.309,1490.85,-37.141,1490.85,-36.296,1490.85,-36.297,1490.85,-36.04,1490.85,-36.152,1490.85,-36.08,1490.85,-36.234,1490.85,-36.588,1490.85,-36.669,1490.85,-36.533,1490.85,-36.805,1490.85,-36.816,1490.85,-36.709,1490.85,-36.978,1490.85,-36.973,1490.85,-48.96,1490.85,-48.877,1490.85,-49.177,1490.85,-49.222,1490.85,-49.339,1490.85,-49.322,1490.85,-49.483,1490.85,-49.441,1490.85,-49.442,1490.85,-49.459,1490.85,-49.495,1490.85,-49.408,1490.85,-49.359
1491.0,-37.18,1491.0,-37.216,1491.0,-36.967,1491.0,-36.198,1491.0,-36.171,1491.0,-35.925,1491.0,-36.021,1491.0,-36.116,1491.0,-36.15,1491.0,-36.59,1491.0,-36.564,1491.0,-36.502,1491.0,-36.607,1491.0,-36.785,1491.0,-36.715,1491.0,-36.783,1491.0,-36.922,1491.0,-48.545,1491.0,-48.592,1491.0,-48.766,1491.0,-48.781,1491.0,-49.02,1491.0,-48.977,1491.0,-49.068,1491.0,-49.022,1491.0,-49.013,1491.0,-49.14,1491.0,-49.062,1491.0,-49.04,1491.0,-48.949
1491.15,-36.904,1491.15,-36.975,1491.15,-36.76,1491.15,-35.991,1491.15,-36.068,1491.15,-35.86,1491.15,-35.852,1491.15,-35.865,1491.15,-36.094,1491.15,-36.345,1491.15,-36.345,1491.15,-36.227,1491.15,-36.577,1491.15,-36.555,1491.15,-36.563,1491.15,-36.526,1491.15,-36.646,1491.15,-48.057,1491.15,-48.08,1491.15,-48.326,1491.15,-48.279,1491.15,-48.435,1491.15,-48.467,1491.15,-48.513,1491.15,-48.465,1491.15,-48.618,1491.15,-48.591,1491.15,-48.448,1491.15,-48.487,1491.15,-48.384
1491.3,-36.794,1491.3,-36.716,1491.3,-36.542,1491.3,-35.828,1491.3,-35.879,1491.3,-35.662,1491.3,-35.703,1491.3,-35.712,1491.3,-35.931,1491.3,-36.136,1491.3,-36.179,1491.3,-36.071,1491.3,-36.265,1491.3,-36.381,1491.3,-36.371,1491.3,-36.328,1491.3,-36.38,1491.3,-47.602,1491.3,-47.599,1491.3,-47.837,1491.3,-47.838,1491.3,-47.982,1491.3,-47.922,1491.3,-48.011,1491.3,-47.936,1491.3,-48.035,1491.3,-48.004,1491.3,-48.049,1491.3,-47.95,1491.3,-47.843
1491.45,-36.538,1491.45,-36.564,1491.45,-36.371,1491.45,-35.707,1491.45,-35.63,1491.45,-35.488,1491.45,-35.609,1491.45,-35.514,1491.45,-35.821,1491.45,-36.042,1491.45,-36.105,1491.45,-36.035,1491.45,-36.203,1491.45,-36.152,1491.45,-36.237,1491.45,-36.101,1491.45,-36.239,1491.45,-47.159,1491.45,-47.152,1491.45,-47.305,1491.45,-47.248,1491.45,-47.43,1491.45,-47.556,1491.45,-47.521,1491.45,-47.42,1491.45,-47.625,1491.45,-47.561,1491.45,-47.507,1491.45,-47.592,1491.45,-47.329
1491.6,-36.377,1491.6,-36.38,1491.6,-36.155,1491.6,-35.559,1491.6,-35.571,1491.6,-35.31,1491.6,-35.426,1491.6,-35.447,1491.6,-35.63,1491.6,-35.897,1491.6,-35.97,1491.6,-35.868,1491.6,-36.095,1491.6,-35.987,1491.6,-36.022,1491.6,-36.024,1491.6,-36.012,1491.6,-46.561,1491.6,-46.647,1491.6,-46.83,1491.6,-46.784,1491.6,-46.968,1491.6,-47.094,1491.6,-47.088,1491.6,-47.05,1491.6,-47.098,1491.6,-47.124,1491.6,-47.062,1491.6,-47.015,1491.6,-46.935
1491.75,-36.189,1491.75,-36.221,1491.75,-35.95,1491.75,-35.383,1491.75,-35.367,1491.75,-35.229,1491.75,-35.303,1491.75,-35.312,1491.75,-35.428,1491.75,-35.771,1491.75,-35.764,1491.75,-35.753,1491.75,-35.841,1491.75,-35.914,1491.75,-35.869,1491.75,-35.923,1491.75,-35.862,1491.75,-46.205,1491.75,-46.095,1491.75,-46.355,1491.75,-46.317,1491.75,-46.459,1491.75,-46.444,1491.75,-46.616,1491.75,-46.576,1491.75,-46.68,1491.75,-46.628,1491.75,-46.611,1491.75,-46.582,1491.75,-46.316
1491.9,-36.059,1491.9,-36.069,1491.9,-35.897,1491.9,-35.233,1491.9,-35.231,1491.9,-35.02,1491.9,-35.14,1491.9,-35.2,1491.9,-35.302,1491.9,-35.587,1491.9,-35.631,1491.9,-35.542,1491.9,-35.702,1491.9,-35.738,1491.9,-35.756,1491.9,-35.778,1491.9,-35.792,1491.9,-45.741,1491.9,-45.669,1491.9,-45.981,1491.9,-45.96,1491.9,-46.033,1491.9,-46.077,1491.9,-46.159,1491.9,-46.054,1491.9,-46.143,1491.9,-46.121,1491.9,-46.193,1491.9,-46.145,1491.9,-45.896
1492.05,-35.826,1492.05,-35.905,1492.05,-35.639,1492.05,-35.101,1492.05,-35.086,1492.05,-34.832,1492.05,-35.046,1492.05,-35.076,1492.05,-35.253,1492.05,-35.52,1492.05,-35.508,1492.05,-35.489,1492.05,-35.544,1492.05,-35.515,1492.05,-35.546,1492.05,-35.666,1492.05,-35.689,1492.05,-45.402,1492.05,-45.284,1492.05,-45.523,1492.05,-45.461,1492.05,-45.557,1492.05,-45.587,1492.05,-45.755,1492.05,-45.698,1492.05,-45.645,1492.05,-45.534,1492.05,-45.685,1492.05,-45.655,1492.05,-45.535
1492.2,-35.68,1492.2,-35.736,1492.2,-35.443,1492.2,-34.978,1492.2,-34.995,1492.2,-34.686,1492.2,-34.89,1492.2,-34.942,1492.2,-35.131,1492.2,-35.317,1492.2,-35.382,1492.2,-35.346,1492.2,-35.475,1492.2,-35.442,1492.2,-35.473,1492.2,-35.448,1492.2,-35.48,1492.2,-44.854,1492.2,-44.776,1492.2,-45.055,1492.2,-45.073,1492.2,-45.145,1492.2,-45.146,1492.2,-45.3,1492.2,-45.136,1492.2,-45.196,1492.2,-45.134,1492.2,-45.228,1492.2,-45.239,1492.2,-45.043
1492.35,-35.55,1492.35,-35.549,1492.35,-35.301,1492.35,-34.81,1492.35,-34.834,1492.35,-34.599,1492.35,-34.844,1492.35,-34.855,1492.35,-35.021,1492.35,-35.231,1492.35,-35.353,1492.35,-35.209,1492.35,-35.313,1492.35,-35.357,1492.35,-35.283,1492.35,-35.361,1492.35,-35.389,1492.35,-44.465,1492.35,-44.538,1492.35,-44.616,1492.35,-44.672,1492.35,-44.737,1492.35,-44.746,1492.35,-44.903,1492.35,-44.724,1492.35,-44.876,1492.35,-44.799,1492.35,-44.85,1492.35,-44.713,1492.35,-44.5
1492.5,-35.397,1492.5,-35.359,1492.5,-35.123,1492.5,-34.771,1492.5,-34.757,1492.5,-34.578,1492.5,-34.716,1492.5,-34.738,1492.5,-34.815,1492.5,-35.151,1492.5,-35.176,1492.5,-35.066,1492.5,-35.206,1492.5,-35.29,1492.5,-35.292,1492.5,-35.235,1492.5,-35.241,1492.5,-44.166,1492.5,-44.044,1492.5,-44.147,1492.5,-44.229,1492.5,-44.361,1492.5,-44.323,1492.5,-44.405,1492.5,-44.407,1492.5,-44.416,1492.5,-44.37,1492.5,-44.384,1492.5,-44.323,1492.5,-44.233
1492.65,-35.184,1492.65,-35.229,1492.65,-34.992,1492.65,-34.573,1492.65,-34.595,1492.65,-34.431,1492.65,-34.606,1492.65,-34.657,1492.65,-34.75,1492.65,-35.07,1492.65,-35.085,1492.65,-35.007,1492.65,-35.028,1492.65,-35.163,1492.65,-35.129,1492.65,-35.179,1492.65,-35.134,1492.65,-43.617,1492.65,-43.643,1492.65,-43.878,1492.65,-43.828,1492.65,-43.935,1492.65,-43.892,1492.65,-44.107,1492.65,-43.885,1492.65,-44.043,1492.65,-44.017,1492.65,-43.933,1492.65,-44.008,1492.65,-43.697
1492.8,-35.051,1492.8,-35.084,1492.8,-34.794,1492.8,-34.456,1492.8,-34.433,1492.8,-34.346,1492.8,-34.497,1492.8,-34.479,1492.8,-34.66,1492.8,-34.84,1492.8,-34.933,1492.8,-34.864,1492.8,-34.95,1492.8,-34.933,1492.8,-35.026,1492.8,-34.979,1492.8,-34.992,1492.8,-43.342,1492.8,-43.235,1492.8,-43.423,1492.8,-43.415,1492.8,-43.53,1492.8,-43.517,1492.8,-43.647,1492.8,-43.516,1492.8,-43.616,1492.8,-43.654,1492.8,-43.608,1492.8,-43.446,1492.8,-43.473
1492.95,-34.934,1492.95,-34.91,1492.95,-34.71,1492.95,-34.365,1492.95,-34.41,1492.95,-34.189,1492.95,-34.352,1492.95,-34.35,1492.95,-34.479,1492.95,-34.726,1492.95,-34.774,1492.95,-34.744,1492.95,-34.801,1492.95,-34.829,1492.95,-34.886,1492.95,-34.931,1492.95,-34.919,1492.95,-42.894,1492.95,-42.844,1492.95,-43.032,1492.95,-43.113,1492.95,-43.132,1492.95,-43.078,1492.95,-43.197,1492.95,-43.097,1492.95,-43.22,1492.95,-43.14,1492.95,-43.147,1492.95,-43.042,1492.95,-42.955
1493.1,-34.815,1493.1,-34.788,1493.1,-34.541,1493.1,-34.206,1493.1,-34.285,1493.1,-34.228,1493.1,-34.232,1493.1,-34.293,1493.1,-34.334,1493.1,-34.661,1493.1,-34.617,1493.1,-34.621,1493.1,-34.671,1493.1,-34.663,1493.1,-34.756,1493.1,-34.78,1493.1,-34.726,1493.1,-42.475,1493.1,-42.539,1493.1,-42.689,1493.1,-42.661,1493.1,-42.786,1493.1,-42.594,1493.1,-42.707,1493.1,-42.719,1493.1,-42.726,1493.1,-42.706,1493.1,-42.805,1493.1,-42.737,1493.1,-42.483
1493.25,-34.623,1493.25,-34.601,1493.25,-34.396,1493.25,-34.104,1493.25,-34.137,1493.25,-34.155,1493.25,-34.17,1493.25,-34.089,1493.25,-34.254,1493.25,-34.532,1493.25,-34.53,1493.25,-34.508,1493.25,-34.604,1493.25,-34.593,1493.25,-34.617,1493.25,-34.631,1493.25,-34.641,1493.25,-42.179,1493.25,-42.06,1493.25,-42.311,1493.25,-42.289,1493.25,-42.407,1493.25,-42.358,1493.25,-42.455,1493.25,-42.288,1493.25,-42.439,1493.25,-42.374,1493.25,-42.328,1493.25,-42.282,1493.25,-42.081
1493.4,-34.496,1493.4,-34.525,1493.4,-34.339,1493.4,-33.994,1493.4,-33.978,1493.4,-34.058,1493.4,-34.067,1493.4,-34.021,1493.4,-34.176,1493.4,-34.398,1493.4,-34.368,1493.4,-34.394,1493.4,-34.423,1493.4,-34.477,1493.4,-34.505,1493.4,-34.513,1493.4,-34.561,1493.4,-41.847,1493.4,-41.774,1493.4,-41.887,1493.4,-41.841,1493.4,-41.908,1493.4,-41.965,1493.4,-42.074,1493.4,-41.997,1493.4,-41.98,1493.4,-41.997,1493.4,-41.895,1493.4,-41.948,1493.4,-41.767
1493.55,-34.311,1493.55,-34.427,1493.55,-34.18,1493.55,-33.895,1493.55,-33.858,1493.55,-33.736,1493.55,-33.927,1493.55,-33.898,1493.55,-34.058,1493.55,-34.243,1493.55,-34.274,1493.55,-34.292,1493.55,-34.382,1493.55,-34.343,1493.55,-34.395,1493.55,-34.437,1493.55,-34.493,1493.55,-41.325,1493.55,-41.459,1493.55,-41.515,1493.55,-41.577,1493.55,-41.596,1493.55,-41.64,1493.55,-41.666,1493.55,-41.573,1493.55,-41.669,1493.55,-41.623,1493.55,-41.639,1493.55,-41.59,1493.55,-41.362
1493.7,-34.211,1493.7,-34.256,1493.7,-34.058,1493.7,-33.809,1493.7,-33.776,1493.7,-33.726,1493.7,-33.845,1493.7,-33.885,1493.7,-33.905,1493.7,-34.127,1493.7,-34.171,1493.7,-34.119,1493.7,-34.213,1493.7,-34.218,1493.7,-34.265,1493.7,-34.315,1493.7,-34.293,1493.7,-41.027,1493.7,-41.193,1493.7,-41.163,1493.7,-41.149,1493.7,-41.293,1493.7,-41.174,1493.7,-41.333,1493.7,-41.227,1493.7,-41.21,1493.7,-41.292,1493.7,-41.171,1493.7,-41.202,1493.7,-40.979
1493.85,-34.1,1493.85,-34.138,1493.85,-33.876,1493.85,-33.645,1493.85,-33.666,1493.85,-33.691,1493.85,-33.714,1493.85,-33.72,1493.85,-33.779,1493.85,-34.06,1493.85,-34.088,1493.85,-34.017,1493.85,-34.064,1493.85,-34.128,1493.85,-34.172,1493.85,-34.186,1493.85,-34.166,1493.85,-40.729,1493.85,-40.751,1493.85,-40.824,1493.85,-40.863,1493.85,-41.042,1493.85,-40.896,1493.85,-40.997,1493.85,-40.872,1493.85,-40.873,1493.85,-40.88,1493.85,-40.918,1493.85,-40.742,1493.85,-40.583
1494.0,-33.979,1494.0,-33.975,1494.0,-33.76,1494.0,-33.593,1494.0,-33.539,1494.0,-33.639,1494.0,-33.578,1494.0,-33.611,1494.0,-33.727,1494.0,-33.868,1494.0,-33.971,1494.0,-33.936,1494.0,-33.954,1494.0,-34.022,1494.0,-34.063,1494.0,-34.026,1494.0,-34.087,1494.0,-40.48,1494.0,-40.422,1494.0,-40.452,1494.0,-40.464,1494.0,-40.564,1494.0,-40.523,1494.0,-40.606,1494.0,-40.543,1494.0,-40.592,1494.0,-40.575,1494.0,-40.521,1494.0,-40.504,1494.0,-40.251
1494.15,-33.92,1494.15,-33.927,1494.15,-33.688,1494.15,-33.486,1494.15,-33.465,1494.15,-33.48,1494.15,-33.505,1494.15,-33.553,1494.15,-33.572,1494.15,-33.807,1494.15,-33.841,1494.15,-33.86,1494.15,-33.867,1494.15,-33.912,1494.15,-33.925,1494.15,-33.939,1494.15,-33.949,1494.15,-39.998,1494.15,-40.139,1494.15,-40.209,1494.15,-40.129,1494.15,-40.264,1494.15,-40.165,1494.15,-40.257,1494.15,-40.219,1494.15,-40.184,1494.15,-40.213,1494.15,-40.215,1494.15,-40.148,1494.15,-39.954
1494.3,-33.808,1494.3,-33.775,1494.3,-33.545,1494.3,-33.378,1494.3,-33.351,1494.3,-33.268,1494.3,-33.386,1494.3,-33.405,1494.3,-33.489,1494.3,-33.726,1494.3,-33.738,1494.3,-33.722,1494.3,-33.768,1494.3,-33.82,1494.3,-33.792,1494.3,-33.794,1494.3,-33.832,1494.3,-39.832,1494.3,-39.725,1494.3,-39.871,1494.3,-39.789,1494.3,-39.958,1494.3,-39.911,1494.3,-39.883,1494.3,-39.809,1494.3,-39.876,1494.3,-39.878,1494.3,-39.868,1494.3,-39.791,1494.3,-39.676
1494.45,-33.719,1494.45,-33.676,1494.45,-33.408,1494.45,-33.285,1494.45,-33.296,1494.45,-33.344,1494.45,-33.336,1494.45,-33.375,1494.45,-33.331,1494.45,-33.571,1494.45,-33.615,1494.45,-33.554,1494.45,-33.606,1494.45,-33.675,1494.45,-33.697,1494.45,-33.717,1494.45,-33.74,1494.45,-39.536,1494.45,-39.547,1494.45,-39.558,1494.45,-39.443,1494.45,-39.614,1494.45,-39.535,1494.45,-39.632,1494.45,-39.564,1494.45,-39.49,1494.45,-39.529,1494.45,-39.467,1494.45,-39.485,1494.45,-39.254
1494.6,-33.604,1494.6,-33.609,1494.6,-33.303,1494.6,-33.221,1494.6,-33.219,1494.6,-33.031,1494.6,-33.224,1494.6,-33.211,1494.6,-33.266,1494.6,-33.486,1494.6,-33.54,1494.6,-33.447,1494.6,-33.56,1494.6,-33.578,1494.6,-33.63,1494.6,-33.588,1494.6,-33.609,1494.6,-39.241,1494.6,-39.11,1494.6,-39.239,1494.6,-39.167,1494.6,-39.3,1494.6,-39.264,1494.6,-39.35,1494.6,-39.254,1494.6,-39.272,1494.6,-39.237,1494.6,-39.268,1494.6,-39.146,1494.6,-39.02
1494.75,-33.534,1494.75,-33.493,1494.75,-33.215,1494.75,-33.153,1494.75,-33.165,1494.75,-33.084,1494.75,-33.18,1494.75,-33.17,1494.75,-33.184,1494.75,-33.366,1494.75,-33.391,1494.75,-33.417,1494.75,-33.453,1494.75,-33.469,1494.75,-33.483,1494.75,-33.52,1494.75,-33.536,1494.75,-38.891,1494.75,-38.871,1494.75,-38.894,1494.75,-38.91,1494.75,-38.917,1494.75,-38.929,1494.75,-38.99,1494.75,-38.96,1494.75,-38.908,1494.75,-38.89,1494.75,-38.869,1494.75,-38.798,1494.75,-38.688
1494.9,-33.384,1494.9,-33.431,1494.9,-33.111,1494.9,-33.061,1494.9,-33.057,1494.9,-33.025,1494.9,-33.043,1494.9,-33.061,1494.9,-33.114,1494.9,-33.217,1494.9,-33.294,1494.9,-33.307,1494.9,-33.285,1494.9,-33.334,1494.9,-33.414,1494.9,-33.411,1494.9,-33.392,1494.9,-38.551,1494.9,-38.54,1494.9,-38.604,1494.9,-38.55,1494.9,-38.72,1494.9,-38.642,1494.9,-38.744,1494.9,-38.589,1494.9,-38.657,1494.9,-38.589,1494.9,-38.577,1494.9,-38.502,1494.9,-38.42
1495.05,-33.307,1495.05,-33.331,1495.05,-33.027,1495.05,-33.042,1495.05,-33.019,1495.05,-32.823,1495.05,-32.994,1495.05,-32.984,1495.05,-33.029,1495.05,-33.143,1495.05,-33.207,1495.05,-33.181,1495.05,-33.209,1495.05,-33.189,1495.05,-33.284,1495.05,-33.29,1495.05,-33.292,1495.05,-38.291,1495.05,-38.339,1495.05,-38.271,1495.05,-38.226,1495.05,-38.384,1495.05,-38.337,1495.05,-38.435,1495.05,-38.28,1495.05,-38.342,1495.05,-38.291,1495.05,-38.28,1495.05,-38.166,1495.05,-38.04
1495.2,-33.174,1495.2,-33.245,1495.2,-32.998,1495.2,-32.91,1495.2,-32.893,1495.2,-32.798,1495.2,-32.957,1495.2,-32.882,1495.2,-32.962,1495.2,-33.086,1495.2,-33.124,1495.2,-33.036,1495.2,-33.114,1495.2,-33.18,1495.2,-33.185,1495.2,-33.165,1495.2,-33.219,1495.2,-37.994,1495.2,-37.956,1495.2,-38.021,1495.2,-37.923,1495.2,-38.116,1495.2,-38.012,1495.2,-38.165,1495.2,-37.99,1495.2,-38.077,1495.2,-38.029,1495.2,-38.053,1495.2,-37.918,1495.2,-37.748
1495.35,-33.22,1495.35,-33.133,1495.35,-32.912,1495.35,-32.884,1495.35,-32.807,1495.35,-32.756,1495.35,-32.863,1495.35,-32.833,1495.35,-32.893,1495.35,-33.002,1495.35,-33.029,1495.35,-33.01,1495.35,-33.063,1495.35,-33.072,1495.35,-33.172,1495.35,-33.093,1495.35,-33.105,1495.35,-37.775,1495.35,-37.746,1495.35,-37.729,1495.35,-37.735,1495.35,-37.818,1495.35,-37.775,1495.35,-37.863,1495.35,-37.752,1495.35,-37.743,1495.35,-37.78,1495.35,-37.76,1495.35,-37.648,1495.35,-37.527
1495.5,-33.08,1495.5,-33.089,1495.5,-32.837,1495.5,-32.781,1495.5,-32.812,1495.5,-32.762,1495.5,-32.743,1495.5,-32.726,1495.5,-32.809,1495.5,-32.955,1495.5,-32.968,1495.5,-32.917,1495.5,-33.004,1495.5,-32.949,1495.5,-32.998,1495.5,-33.048,1495.5,-33.045,1495.5,-37.48,1495.5,-37.513,1495.5,-37.46,1495.5,-37.494,1495.5,-37.595,1495.5,-37.477,1495.5,-37.577,1495.5,-37.504,1495.5,-37.509,1495.5,-37.513,1495.5,-37.407,1495.5,-37.336,1495.5,-37.228
1495.65,-33.043,1495.65,-33.012,1495.65,-32.756,1495.65,-32.682,1495.65,-32.687,1495.65,-32.699,1495.65,-32.684,1495.65,-32.691,1495.65,-32.768,1495.65,-32.852,1495.65,-32.893,1495.65,-32.881,1495.65,-32.818,1495.65,-32.887,1495.65,-32.896,1495.65,-32.893,1495.65,-32.929,1495.65,-37.235,1495.65,-37.24,1495.65,-37.155,1495.65,-37.144,1495.65,-37.312,1495.65,-37.158,1495.65,-37.318,1495.65,-37.168,1495.65,-37.206,1495.65,-37.184,1495.65,-37.101,1495.65,-37.056,1495.65,-36.995
1495.8,-32.882,1495.8,-32.957,1495.8,-32.653,1495.8,-32.674,1495.8,-32.641,1495.8,-32.798,1495.8,-32.63,1495.8,-32.626,1495.8,-32.702,1495.8,-32.748,1495.8,-32.777,1495.8,-32.764,1495.8,-32.744,1495.8,-32.764,1495.8,-32.848,1495.8,-32.825,1495.8,-32.828,1495.8,-36.961,1495.8,-36.994,1495.8,-36.885,1495.8,-36.88,1495.8,-37.002,1495.8,-36.848,1495.8,-37.045,1495.8,-36.902,1495.8,-36.949,1495.8,-36.917,1495.8,-36.828,1495.8,-36.818,1495.8,-36.665
1495.95,-32.892,1495.95,-32.902,1495.95,-32.568,1495.95,-32.644,1495.95,-32.577,1495.95,-32.546,1495.95,-32.625,1495.95,-32.548,1495.95,-32.619,1495.95,-32.666,1495.95,-32.776,1495.95,-32.708,1495.95,-32.713,1495.95,-32.756,1495.95,-32.755,1495.95,-32.73,1495.95,-32.788,1495.95,-36.7,1495.95,-36.633,1495.95,-36.648,1495.95,-36.647,1495.95,-36.751,1495.95,-36.614,1495.95,-36.771,1495.95,-36.679,1495.95,-36.601,1495.95,-36.637,1495.95,-36.595,1495.95,-36.491,1495.95,-36.357
1496.1,-32.866,1496.1,-32.959,1496.1,-32.613,1496.1,-32.571,1496.1,-32.572,1496.1,-32.599,1496.1,-32.622,1496.1,-32.571,1496.1,-32.55,1496.1,-32.641,1496.1,-32.669,1496.1,-32.651,1496.1,-32.676,1496.1,-32.659,1496.1,-32.702,1496.1,-32.654,1496.1,-32.742,1496.1,-36.492,1496.1,-36.477,1496.1,-36.44,1496.1,-36.417,1496.1,-36.541,1496.1,-36.388,1496.1,-36.578,1496.1,-36.413,1496.1,-36.386,1496.1,-36.417,1496.1,-36.328,1496.1,-36.241,1496.1,-36.181
1496.25,-32.792,1496.25,-32.795,1496.25,-32.485,1496.25,-32.593,1496.25,-32.452,1496.25,-32.504,1496.25,-32.48,1496.25,-32.493,1496.25,-32.525,1496.25,-32.559,1496.25,-32.535,1496.25,-32.573,1496.25,-32.536,1496.25,-32.56,1496.25,-32.617,1496.25,-32.648,1496.25,-32.615,1496.25,-36.224,1496.25,-36.176,1496.25,-36.159,1496.25,-36.112,1496.25,-36.252,1496.25,-36.167,1496.25,-36.29,1496.25,-36.086,1496.25,-36.136,1496.25,-36.098,1496.25,-36.062,1496.25,-35.958,1496.25,-35.922
1496.4,-32.738,1496.4,-32.788,1496.4,-32.418,1496.4,-32.567,1496.4,-32.432,1496.4,-32.413,1496.4,-32.45,1496.4,-32.374,1496.4,-32.392,1496.4,-32.46,1496.4,-32.485,1496.4,-32.5,1496.4,-32.486,1496.4,-32.515,1496.4,-32.516,1496.4,-32.478,1496.4,-32.55,1496.4,-35.929,1496.4,-35.881,1496.4,-35.892,1496.4,-35.789,1496.4,-35.974,1496.4,-35.863,1496.4,-36.005,1496.4,-35.88,1496.4,-35.889,1496.4,-35.826,1496.4,-35.786,1496.4,-35.661,1496.4,-35.614
1496.55,-32.719,1496.55,-32.711,1496.55,-32.394,1496.55,-32.491,1496.55,-32.398,1496.55,-32.549,1496.55,-32.411,1496.55,-32.33,1496.55,-32.368,1496.55,-32.405,1496.55,-32.462,1496.55,-32.464,1496.55,-32.454,1496.55,-32.429,1496.55,-32.468,1496.55,-32.443,1496.55,-32.448,1496.55,-35.715,1496.55,-35.705,1496.55,-35.606,1496.55,-35.564,1496.55,-35.669,1496.55,-35.614,1496.55,-35.683,1496.55,-35.607,1496.55,-35.653,1496.55,-35.6,1496.55,-35.594,1496.55,-35.435,1496.55,-35.371
1496.7,-32.686,1496.7,-32.759,1496.7,-32.365,1496.7,-32.44,1496.7,-32.382,1496.7,-32.359,1496.7,-32.39,1496.7,-32.273,1496.7,-32.302,1496.7,-32.396,1496.7,-32.392,1496.7,-32.394,1496.7,-32.354,1496.7,-32.366,1496.7,-32.355,1496.7,-32.423,1496.7,-32.443,1496.7,-35.439,1496.7,-35.49,1496.7,-35.404,1496.7,-35.342,1496.7,-35.45,1496.7,-35.348,1496.7,-35.485,1496.7,-35.378,1496.7,-35.339,1496.7,-35.317,1496.7,-35.336,1496.7,-35.243,1496.7,-35.101
